time,l_leg_ankle_pitch_joint,l_leg_ankle_roll_joint,r_leg_ankle_pitch_joint,r_leg_ankle_roll_joint
0.352000,-0.037924,0.063021,-0.037924,0.063021
0.354000,-0.037504,0.063341,-0.037504,0.063341
0.356000,-0.037089,0.063661,-0.037089,0.063661
0.358000,-0.036680,0.063981,-0.036680,0.063981
0.360000,-0.036276,0.064299,-0.036276,0.064299
0.362000,-0.035877,0.064617,-0.035877,0.064617
0.364000,-0.035484,0.064935,-0.035484,0.064935
0.366000,-0.035096,0.065251,-0.035096,0.065251
0.368000,-0.034714,0.065567,-0.034714,0.065567
0.370000,-0.034337,0.065883,-0.034337,0.065883
0.372000,-0.033965,0.066198,-0.033965,0.066198
0.374000,-0.033599,0.066512,-0.033599,0.066512
0.376000,-0.033238,0.066825,-0.033238,0.066825
0.378000,-0.032883,0.067138,-0.032883,0.067138
0.380000,-0.032534,0.067450,-0.032534,0.067450
0.382000,-0.032189,0.067761,-0.032189,0.067761
0.384000,-0.031851,0.068072,-0.031851,0.068072
0.386000,-0.031518,0.068382,-0.031518,0.068382
0.388000,-0.031190,0.068692,-0.031190,0.068692
0.390000,-0.030868,0.069001,-0.030868,0.069001
0.392000,-0.030551,0.069309,-0.030551,0.069309
0.394000,-0.030241,0.069616,-0.030241,0.069616
0.396000,-0.029935,0.069923,-0.029935,0.069923
0.398000,-0.029636,0.070229,-0.029636,0.070229
0.400000,-0.029342,0.070534,-0.029342,0.070534
0.402000,-0.029053,0.070839,-0.029053,0.070839
0.404000,-0.028770,0.071143,-0.028770,0.071143
0.406000,-0.028493,0.071446,-0.028493,0.071446
0.408000,-0.028222,0.071749,-0.028222,0.071749
0.410000,-0.027956,0.072050,-0.027956,0.072050
0.412000,-0.027696,0.072352,-0.027696,0.072352
0.414000,-0.027441,0.072652,-0.027441,0.072652
0.416000,-0.027193,0.072952,-0.027193,0.072952
0.418000,-0.026950,0.073251,-0.026950,0.073251
0.420000,-0.026713,0.073549,-0.026713,0.073549
0.422000,-0.026481,0.073846,-0.026481,0.073846
0.424000,-0.026255,0.074143,-0.026255,0.074143
0.426000,-0.026035,0.074439,-0.026035,0.074439
0.428000,-0.025821,0.074735,-0.025821,0.074735
0.430000,-0.025612,0.075029,-0.025612,0.075029
0.432000,-0.025410,0.075323,-0.025410,0.075323
0.434000,-0.025213,0.075616,-0.025213,0.075616
0.436000,-0.025022,0.075908,-0.025022,0.075908
0.438000,-0.024836,0.076200,-0.024836,0.076200
0.440000,-0.024657,0.076491,-0.024657,0.076491
0.442000,-0.024483,0.076781,-0.024483,0.076781
0.444000,-0.024315,0.077070,-0.024315,0.077070
0.446000,-0.024153,0.077359,-0.024153,0.077359
0.448000,-0.023997,0.077647,-0.023997,0.077647
0.450000,-0.023847,0.077934,-0.023847,0.077934
0.452000,-0.023702,0.078220,-0.023702,0.078220
0.454000,-0.023564,0.078506,-0.023564,0.078506
0.456000,-0.023431,0.078790,-0.023431,0.078790
0.458000,-0.023304,0.079074,-0.023304,0.079074
0.460000,-0.023183,0.079357,-0.023183,0.079357
0.462000,-0.023068,0.079640,-0.023068,0.079640
0.464000,-0.022958,0.079921,-0.022958,0.079921
0.466000,-0.022855,0.080202,-0.022855,0.080202
0.468000,-0.022757,0.080482,-0.022757,0.080482
0.470000,-0.022666,0.080762,-0.022666,0.080762
0.472000,-0.022580,0.081040,-0.022580,0.081040
0.474000,-0.022500,0.081318,-0.022500,0.081318
0.476000,-0.022426,0.081594,-0.022426,0.081594
0.478000,-0.022358,0.081870,-0.022358,0.081870
0.480000,-0.022296,0.082146,-0.022296,0.082146
0.482000,-0.022240,0.082420,-0.022240,0.082420
0.484000,-0.022189,0.082694,-0.022189,0.082694
0.486000,-0.022145,0.082966,-0.022145,0.082966
0.488000,-0.022107,0.083238,-0.022107,0.083238
0.490000,-0.022074,0.083510,-0.022074,0.083510
0.492000,-0.022047,0.083780,-0.022047,0.083780
0.494000,-0.022027,0.084049,-0.022027,0.084049
0.496000,-0.022012,0.084318,-0.022012,0.084318
0.498000,-0.022003,0.084586,-0.022003,0.084586
0.500000,-0.022000,0.084853,-0.022000,0.084853
0.502000,-0.022003,0.085119,-0.022003,0.085119
0.504000,-0.022012,0.085384,-0.022012,0.085384
0.506000,-0.022027,0.085649,-0.022027,0.085649
0.508000,-0.022047,0.085912,-0.022047,0.085912
0.510000,-0.022074,0.086175,-0.022074,0.086175
0.512000,-0.022107,0.086437,-0.022107,0.086437
0.514000,-0.022145,0.086698,-0.022145,0.086698
0.516000,-0.022189,0.086958,-0.022189,0.086958
0.518000,-0.022240,0.087218,-0.022240,0.087218
0.520000,-0.022296,0.087476,-0.022296,0.087476
0.522000,-0.022358,0.087734,-0.022358,0.087734
0.524000,-0.022426,0.087991,-0.022426,0.087991
0.526000,-0.022500,0.088247,-0.022500,0.088247
0.528000,-0.022580,0.088502,-0.022580,0.088502
0.530000,-0.022666,0.088756,-0.022666,0.088756
0.532000,-0.022757,0.089009,-0.022757,0.089009
0.534000,-0.022855,0.089261,-0.022855,0.089261
0.536000,-0.022958,0.089513,-0.022958,0.089513
0.538000,-0.023068,0.089764,-0.023068,0.089764
0.540000,-0.023183,0.090013,-0.023183,0.090013
0.542000,-0.023304,0.090262,-0.023304,0.090262
0.544000,-0.023431,0.090510,-0.023431,0.090510
0.546000,-0.023564,0.090757,-0.023564,0.090757
0.548000,-0.023702,0.091003,-0.023702,0.091003
0.550000,-0.023847,0.091249,-0.023847,0.091249
0.552000,-0.023997,0.091493,-0.023997,0.091493
0.554000,-0.024153,0.091737,-0.024153,0.091737
0.556000,-0.024315,0.091979,-0.024315,0.091979
0.558000,-0.024483,0.092221,-0.024483,0.092221
0.560000,-0.024657,0.092462,-0.024657,0.092462
0.562000,-0.024836,0.092701,-0.024836,0.092701
0.564000,-0.025022,0.092940,-0.025022,0.092940
0.566000,-0.025213,0.093178,-0.025213,0.093178
0.568000,-0.025410,0.093415,-0.025410,0.093415
0.570000,-0.025612,0.093652,-0.025612,0.093652
0.572000,-0.025821,0.093887,-0.025821,0.093887
0.574000,-0.026035,0.094121,-0.026035,0.094121
0.576000,-0.026255,0.094355,-0.026255,0.094355
0.578000,-0.026481,0.094587,-0.026481,0.094587
0.580000,-0.026713,0.094819,-0.026713,0.094819
0.582000,-0.026950,0.095049,-0.026950,0.095049
0.584000,-0.027193,0.095279,-0.027193,0.095279
0.586000,-0.027441,0.095508,-0.027441,0.095508
0.588000,-0.027696,0.095735,-0.027696,0.095735
0.590000,-0.027956,0.095962,-0.027956,0.095962
0.592000,-0.028222,0.096188,-0.028222,0.096188
0.594000,-0.028493,0.096413,-0.028493,0.096413
0.596000,-0.028770,0.096637,-0.028770,0.096637
0.598000,-0.029053,0.096860,-0.029053,0.096860
0.600000,-0.029342,0.097082,-0.029342,0.097082
0.602000,-0.029636,0.097303,-0.029636,0.097303
0.604000,-0.029935,0.097523,-0.029935,0.097523
0.606000,-0.030241,0.097742,-0.030241,0.097742
0.608000,-0.030551,0.097961,-0.030551,0.097961
0.610000,-0.030868,0.098178,-0.030868,0.098178
0.612000,-0.031190,0.098394,-0.031190,0.098394
0.614000,-0.031518,0.098610,-0.031518,0.098610
0.616000,-0.031851,0.098824,-0.031851,0.098824
0.618000,-0.032189,0.099037,-0.032189,0.099037
0.620000,-0.032534,0.099250,-0.032534,0.099250
0.622000,-0.032883,0.099461,-0.032883,0.099461
0.624000,-0.033238,0.099672,-0.033238,0.099672
0.626000,-0.033599,0.099881,-0.033599,0.099881
0.628000,-0.033965,0.100089,-0.033965,0.100089
0.630000,-0.034337,0.100297,-0.034337,0.100297
0.632000,-0.034714,0.100503,-0.034714,0.100503
0.634000,-0.035096,0.100709,-0.035096,0.100709
0.636000,-0.035484,0.100913,-0.035484,0.100913
0.638000,-0.035877,0.101117,-0.035877,0.101117
0.640000,-0.036276,0.101319,-0.036276,0.101319
0.642000,-0.036680,0.101521,-0.036680,0.101521
0.644000,-0.037089,0.101721,-0.037089,0.101721
0.646000,-0.037504,0.101921,-0.037504,0.101921
0.648000,-0.037924,0.102119,-0.037924,0.102119
0.650000,-0.038349,0.102317,-0.038349,0.102317
0.652000,-0.038780,0.102513,-0.038780,0.102513
0.654000,-0.039215,0.102709,-0.039215,0.102709
0.656000,-0.039656,0.102903,-0.039656,0.102903
0.658000,-0.040103,0.103097,-0.040103,0.103097
0.660000,-0.040554,0.103289,-0.040554,0.103289
0.662000,-0.041011,0.103480,-0.041011,0.103480
0.664000,-0.041472,0.103671,-0.041472,0.103671
0.666000,-0.041939,0.103860,-0.041939,0.103860
0.668000,-0.042411,0.104048,-0.042411,0.104048
0.670000,-0.042889,0.104236,-0.042889,0.104236
0.672000,-0.043371,0.104422,-0.043371,0.104422
0.674000,-0.043858,0.104607,-0.043858,0.104607
0.676000,-0.044351,0.104791,-0.044351,0.104791
0.678000,-0.044848,0.104975,-0.044848,0.104975
0.680000,-0.045351,0.105157,-0.045351,0.105157
0.682000,-0.045858,0.105338,-0.045858,0.105338
0.684000,-0.046371,0.105518,-0.046371,0.105518
0.686000,-0.046888,0.105697,-0.046888,0.105697
0.688000,-0.047411,0.105875,-0.047411,0.105875
0.690000,-0.047938,0.106052,-0.047938,0.106052
0.692000,-0.048470,0.106228,-0.048470,0.106228
0.694000,-0.049007,0.106403,-0.049007,0.106403
0.696000,-0.049549,0.106576,-0.049549,0.106576
0.698000,-0.050096,0.106749,-0.050096,0.106749
0.700000,-0.050647,0.106921,-0.050647,0.106921
0.702000,-0.051204,0.107091,-0.051204,0.107091
0.704000,-0.051765,0.107261,-0.051765,0.107261
0.706000,-0.052331,0.107429,-0.052331,0.107429
0.708000,-0.052901,0.107597,-0.052901,0.107597
0.710000,-0.053477,0.107763,-0.053477,0.107763
0.712000,-0.054057,0.107929,-0.054057,0.107929
0.714000,-0.054641,0.108093,-0.054641,0.108093
0.716000,-0.055231,0.108256,-0.055231,0.108256
0.718000,-0.055825,0.108418,-0.055825,0.108418
0.720000,-0.056423,0.108579,-0.056423,0.108579
0.722000,-0.057026,0.108739,-0.057026,0.108739
0.724000,-0.057634,0.108898,-0.057634,0.108898
0.726000,-0.058246,0.109056,-0.058246,0.109056
0.728000,-0.058862,0.109213,-0.058862,0.109213
0.730000,-0.059483,0.109368,-0.059483,0.109368
0.732000,-0.060109,0.109523,-0.060109,0.109523
0.734000,-0.060739,0.109677,-0.060739,0.109677
0.736000,-0.061373,0.109829,-0.061373,0.109829
0.738000,-0.062012,0.109980,-0.062012,0.109980
0.740000,-0.062655,0.110131,-0.062655,0.110131
0.742000,-0.063302,0.110280,-0.063302,0.110280
0.744000,-0.063954,0.110428,-0.063954,0.110428
0.746000,-0.064610,0.110575,-0.064610,0.110575
0.748000,-0.065270,0.110721,-0.065270,0.110721
0.750000,-0.065934,0.110866,-0.065934,0.110866
0.752000,-0.066603,0.111009,-0.066603,0.111009
0.754000,-0.067275,0.111152,-0.067275,0.111152
0.756000,-0.067952,0.111293,-0.067952,0.111293
0.758000,-0.068633,0.111434,-0.068633,0.111434
0.760000,-0.069318,0.111573,-0.069318,0.111573
0.762000,-0.070007,0.111711,-0.070007,0.111711
0.764000,-0.070700,0.111849,-0.070700,0.111849
0.766000,-0.071397,0.111985,-0.071397,0.111985
0.768000,-0.072098,0.112119,-0.072098,0.112119
0.770000,-0.072803,0.112253,-0.072803,0.112253
0.772000,-0.073512,0.112386,-0.073512,0.112386
0.774000,-0.074225,0.112518,-0.074225,0.112518
0.776000,-0.074942,0.112648,-0.074942,0.112648
0.778000,-0.075662,0.112777,-0.075662,0.112777
0.780000,-0.076386,0.112906,-0.076386,0.112906
0.782000,-0.077114,0.113033,-0.077114,0.113033
0.784000,-0.077846,0.113159,-0.077846,0.113159
0.786000,-0.078582,0.113284,-0.078582,0.113284
0.788000,-0.079321,0.113408,-0.079321,0.113408
0.790000,-0.080064,0.113530,-0.080064,0.113530
0.792000,-0.080810,0.113652,-0.080810,0.113652
0.794000,-0.081561,0.113772,-0.081561,0.113772
0.796000,-0.082314,0.113892,-0.082314,0.113892
0.798000,-0.083071,0.114010,-0.083071,0.114010
0.800000,-0.083832,0.114127,-0.083832,0.114127
0.802000,-0.084596,0.114243,-0.084596,0.114243
0.804000,-0.085364,0.114358,-0.085364,0.114358
0.806000,-0.086135,0.114471,-0.086135,0.114471
0.808000,-0.086910,0.114584,-0.086910,0.114584
0.810000,-0.087687,0.114695,-0.087687,0.114695
0.812000,-0.088469,0.114805,-0.088469,0.114805
0.814000,-0.089253,0.114915,-0.089253,0.114915
0.816000,-0.090041,0.115023,-0.090041,0.115023
0.818000,-0.090832,0.115129,-0.090832,0.115129
0.820000,-0.091626,0.115235,-0.091626,0.115235
0.822000,-0.092423,0.115340,-0.092423,0.115340
0.824000,-0.093224,0.115443,-0.093224,0.115443
0.826000,-0.094027,0.115546,-0.094027,0.115546
0.828000,-0.094834,0.115647,-0.094834,0.115647
0.830000,-0.095644,0.115747,-0.095644,0.115747
0.832000,-0.096457,0.115846,-0.096457,0.115846
0.834000,-0.097272,0.115944,-0.097272,0.115944
0.836000,-0.098091,0.116040,-0.098091,0.116040
0.838000,-0.098912,0.116136,-0.098912,0.116136
0.840000,-0.099737,0.116230,-0.099737,0.116230
0.842000,-0.100564,0.116323,-0.100564,0.116323
0.844000,-0.101394,0.116415,-0.101394,0.116415
0.846000,-0.102227,0.116506,-0.102227,0.116506
0.848000,-0.103063,0.116596,-0.103063,0.116596
0.850000,-0.103901,0.116684,-0.103901,0.116684
0.852000,-0.104743,0.116772,-0.104743,0.116772
0.854000,-0.105586,0.116858,-0.105586,0.116858
0.856000,-0.106433,0.116943,-0.106433,0.116943
0.858000,-0.107282,0.117027,-0.107282,0.117027
0.860000,-0.108133,0.117110,-0.108133,0.117110
0.862000,-0.108987,0.117192,-0.108987,0.117192
0.864000,-0.109844,0.117272,-0.109844,0.117272
0.866000,-0.110703,0.117352,-0.110703,0.117352
0.868000,-0.111564,0.117430,-0.111564,0.117430
0.870000,-0.112428,0.117507,-0.112428,0.117507
0.872000,-0.113294,0.117583,-0.113294,0.117583
0.874000,-0.114162,0.117657,-0.114162,0.117657
0.876000,-0.115033,0.117731,-0.115033,0.117731
0.878000,-0.115906,0.117803,-0.115906,0.117803
0.880000,-0.116781,0.117874,-0.116781,0.117874
0.882000,-0.117659,0.117945,-0.117659,0.117945
0.884000,-0.118538,0.118013,-0.118538,0.118013
0.886000,-0.119420,0.118081,-0.119420,0.118081
0.888000,-0.120304,0.118148,-0.120304,0.118148
0.890000,-0.121189,0.118213,-0.121189,0.118213
0.892000,-0.122077,0.118277,-0.122077,0.118277
0.894000,-0.122967,0.118340,-0.122967,0.118340
0.896000,-0.123858,0.118402,-0.123858,0.118402
0.898000,-0.124752,0.118463,-0.124752,0.118463
0.900000,-0.125647,0.118523,-0.125647,0.118523
0.902000,-0.126545,0.118581,-0.126545,0.118581
0.904000,-0.127444,0.118638,-0.127444,0.118638
0.906000,-0.128345,0.118694,-0.128345,0.118694
0.908000,-0.129247,0.118749,-0.129247,0.118749
0.910000,-0.130151,0.118803,-0.130151,0.118803
0.912000,-0.131057,0.118855,-0.131057,0.118855
0.914000,-0.131965,0.118907,-0.131965,0.118907
0.916000,-0.132874,0.118957,-0.132874,0.118957
0.918000,-0.133784,0.119006,-0.133784,0.119006
0.920000,-0.134697,0.119054,-0.134697,0.119054
0.922000,-0.135610,0.119100,-0.135610,0.119100
0.924000,-0.136525,0.119146,-0.136525,0.119146
0.926000,-0.137442,0.119190,-0.137442,0.119190
0.928000,-0.138359,0.119233,-0.138359,0.119233
0.930000,-0.139279,0.119275,-0.139279,0.119275
0.932000,-0.140199,0.119316,-0.140199,0.119316
0.934000,-0.141121,0.119356,-0.141121,0.119356
0.936000,-0.142044,0.119394,-0.142044,0.119394
0.938000,-0.142968,0.119431,-0.142968,0.119431
0.940000,-0.143893,0.119467,-0.143893,0.119467
0.942000,-0.144819,0.119502,-0.144819,0.119502
0.944000,-0.145747,0.119536,-0.145747,0.119536
0.946000,-0.146675,0.119569,-0.146675,0.119569
0.948000,-0.147604,0.119600,-0.147604,0.119600
0.950000,-0.148535,0.119630,-0.148535,0.119630
0.952000,-0.149466,0.119659,-0.149466,0.119659
0.954000,-0.150398,0.119687,-0.150398,0.119687
0.956000,-0.151331,0.119714,-0.151331,0.119714
0.958000,-0.152265,0.119739,-0.152265,0.119739
0.960000,-0.153200,0.119763,-0.153200,0.119763
0.962000,-0.154135,0.119786,-0.154135,0.119786
0.964000,-0.155072,0.119808,-0.155072,0.119808
0.966000,-0.156008,0.119829,-0.156008,0.119829
0.968000,-0.156946,0.119848,-0.156946,0.119848
0.970000,-0.157884,0.119867,-0.157884,0.119867
0.972000,-0.158822,0.119884,-0.158822,0.119884
0.974000,-0.159761,0.119900,-0.159761,0.119900
0.976000,-0.160701,0.119915,-0.160701,0.119915
0.978000,-0.161641,0.119928,-0.161641,0.119928
0.980000,-0.162581,0.119941,-0.162581,0.119941
0.982000,-0.163522,0.119952,-0.163522,0.119952
0.984000,-0.164463,0.119962,-0.164463,0.119962
0.986000,-0.165405,0.119971,-0.165405,0.119971
0.988000,-0.166346,0.119979,-0.166346,0.119979
0.990000,-0.167288,0.119985,-0.167288,0.119985
0.992000,-0.168230,0.119991,-0.168230,0.119991
0.994000,-0.169173,0.119995,-0.169173,0.119995
0.996000,-0.170115,0.119998,-0.170115,0.119998
0.998000,-0.171058,0.119999,-0.171058,0.119999
1.000000,-0.172000,0.120000,-0.172000,0.120000
1.002000,-0.172942,0.119999,-0.172942,0.119999
1.004000,-0.173885,0.119998,-0.173885,0.119998
1.006000,-0.174827,0.119995,-0.174827,0.119995
1.008000,-0.175770,0.119991,-0.175770,0.119991
1.010000,-0.176712,0.119985,-0.176712,0.119985
1.012000,-0.177654,0.119979,-0.177654,0.119979
1.014000,-0.178595,0.119971,-0.178595,0.119971
1.016000,-0.179537,0.119962,-0.179537,0.119962
1.018000,-0.180478,0.119952,-0.180478,0.119952
1.020000,-0.181419,0.119941,-0.181419,0.119941
1.022000,-0.182359,0.119928,-0.182359,0.119928
1.024000,-0.183299,0.119915,-0.183299,0.119915
