time,l_leg_ankle_pitch_joint,l_leg_ankle_roll_joint,r_leg_ankle_pitch_joint,r_leg_ankle_roll_joint
2.656000,-0.201217,0.119424,-0.201217,0.119424
2.658000,-0.201587,0.119409,-0.201587,0.119409
2.660000,-0.201956,0.119394,-0.201956,0.119394
2.662000,-0.202326,0.119379,-0.202326,0.119379
2.664000,-0.202695,0.119363,-0.202695,0.119363
2.666000,-0.203064,0.119348,-0.203064,0.119348
2.668000,-0.203433,0.119332,-0.203433,0.119332
2.670000,-0.203801,0.119316,-0.203801,0.119316
2.672000,-0.204169,0.119300,-0.204169,0.119300
2.674000,-0.204538,0.119284,-0.204538,0.119284
2.676000,-0.204905,0.119267,-0.204905,0.119267
2.678000,-0.205273,0.119250,-0.205273,0.119250
2.680000,-0.205641,0.119233,-0.205641,0.119233
2.682000,-0.206008,0.119216,-0.206008,0.119216
2.684000,-0.206375,0.119199,-0.206375,0.119199
2.686000,-0.206742,0.119181,-0.206742,0.119181
2.688000,-0.207108,0.119164,-0.207108,0.119164
2.690000,-0.207475,0.119146,-0.207475,0.119146
2.692000,-0.207841,0.119128,-0.207841,0.119128
2.694000,-0.208207,0.119110,-0.208207,0.119110
2.696000,-0.208573,0.119091,-0.208573,0.119091
2.698000,-0.208938,0.119073,-0.208938,0.119073
2.700000,-0.209303,0.119054,-0.209303,0.119054
2.702000,-0.209669,0.119035,-0.209669,0.119035
2.704000,-0.210033,0.119016,-0.210033,0.119016
2.706000,-0.210398,0.118996,-0.210398,0.118996
2.708000,-0.210762,0.118977,-0.210762,0.118977
2.710000,-0.211126,0.118957,-0.211126,0.118957
2.712000,-0.211490,0.118937,-0.211490,0.118937
2.714000,-0.211854,0.118917,-0.211854,0.118917
2.716000,-0.212217,0.118897,-0.212217,0.118897
2.718000,-0.212580,0.118876,-0.212580,0.118876
2.720000,-0.212943,0.118855,-0.212943,0.118855
2.722000,-0.213305,0.118834,-0.213305,0.118834
2.724000,-0.213668,0.118813,-0.213668,0.118813
2.726000,-0.214030,0.118792,-0.214030,0.118792
2.728000,-0.214391,0.118771,-0.214391,0.118771
2.730000,-0.214753,0.118749,-0.214753,0.118749
2.732000,-0.215114,0.118727,-0.215114,0.118727
2.734000,-0.215475,0.118705,-0.215475,0.118705
2.736000,-0.215836,0.118683,-0.215836,0.118683
2.738000,-0.216196,0.118661,-0.216196,0.118661
2.740000,-0.216556,0.118638,-0.216556,0.118638
2.742000,-0.216916,0.118615,-0.216916,0.118615
2.744000,-0.217276,0.118593,-0.217276,0.118593
2.746000,-0.217635,0.118569,-0.217635,0.118569
2.748000,-0.217994,0.118546,-0.217994,0.118546
2.750000,-0.218353,0.118523,-0.218353,0.118523
2.752000,-0.218711,0.118499,-0.218711,0.118499
2.754000,-0.219069,0.118475,-0.219069,0.118475
2.756000,-0.219427,0.118451,-0.219427,0.118451
2.758000,-0.219784,0.118427,-0.219784,0.118427
2.760000,-0.220142,0.118402,-0.220142,0.118402
2.762000,-0.220498,0.118378,-0.220498,0.118378
2.764000,-0.220855,0.118353,-0.220855,0.118353
2.766000,-0.221211,0.118328,-0.221211,0.118328
2.768000,-0.221567,0.118303,-0.221567,0.118303
2.770000,-0.221923,0.118277,-0.221923,0.118277
2.772000,-0.222278,0.118252,-0.222278,0.118252
2.774000,-0.222633,0.118226,-0.222633,0.118226
2.776000,-0.222988,0.118200,-0.222988,0.118200
2.778000,-0.223342,0.118174,-0.223342,0.118174
2.780000,-0.223696,0.118148,-0.223696,0.118148
2.782000,-0.224050,0.118121,-0.224050,0.118121
2.784000,-0.224404,0.118095,-0.224404,0.118095
2.786000,-0.224757,0.118068,-0.224757,0.118068
2.788000,-0.225109,0.118041,-0.225109,0.118041
2.790000,-0.225462,0.118013,-0.225462,0.118013
2.792000,-0.225814,0.117986,-0.225814,0.117986
2.794000,-0.226166,0.117958,-0.226166,0.117958
2.796000,-0.226517,0.117931,-0.226517,0.117931
2.798000,-0.226868,0.117903,-0.226868,0.117903
2.800000,-0.227219,0.117874,-0.227219,0.117874
2.802000,-0.227569,0.117846,-0.227569,0.117846
2.804000,-0.227919,0.117818,-0.227919,0.117818
2.806000,-0.228269,0.117789,-0.228269,0.117789
2.808000,-0.228618,0.117760,-0.228618,0.117760
2.810000,-0.228967,0.117731,-0.228967,0.117731
2.812000,-0.229315,0.117702,-0.229315,0.117702
2.814000,-0.229664,0.117672,-0.229664,0.117672
2.816000,-0.230011,0.117642,-0.230011,0.117642
2.818000,-0.230359,0.117613,-0.230359,0.117613
2.820000,-0.230706,0.117583,-0.230706,0.117583
2.822000,-0.231053,0.117552,-0.231053,0.117552
2.824000,-0.231399,0.117522,-0.231399,0.117522
2.826000,-0.231745,0.117491,-0.231745,0.117491
2.828000,-0.232091,0.117461,-0.232091,0.117461
2.830000,-0.232436,0.117430,-0.232436,0.117430
2.832000,-0.232781,0.117399,-0.232781,0.117399
2.834000,-0.233125,0.117367,-0.233125,0.117367
2.836000,-0.233469,0.117336,-0.233469,0.117336
2.838000,-0.233813,0.117304,-0.233813,0.117304
2.840000,-0.234156,0.117272,-0.234156,0.117272
2.842000,-0.234499,0.117240,-0.234499,0.117240
2.844000,-0.234842,0.117208,-0.234842,0.117208
2.846000,-0.235184,0.117175,-0.235184,0.117175
2.848000,-0.235526,0.117143,-0.235526,0.117143
2.850000,-0.235867,0.117110,-0.235867,0.117110
2.852000,-0.236208,0.117077,-0.236208,0.117077
2.854000,-0.236548,0.117044,-0.236548,0.117044
2.856000,-0.236888,0.117010,-0.236888,0.117010
2.858000,-0.237228,0.116977,-0.237228,0.116977
2.860000,-0.237567,0.116943,-0.237567,0.116943
2.862000,-0.237906,0.116909,-0.237906,0.116909
2.864000,-0.238245,0.116875,-0.238245,0.116875
2.866000,-0.238583,0.116841,-0.238583,0.116841
2.868000,-0.238920,0.116806,-0.238920,0.116806
2.870000,-0.239257,0.116772,-0.239257,0.116772
2.872000,-0.239594,0.116737,-0.239594,0.116737
2.874000,-0.239931,0.116702,-0.239931,0.116702
2.876000,-0.240266,0.116667,-0.240266,0.116667
2.878000,-0.240602,0.116631,-0.240602,0.116631
2.880000,-0.240937,0.116596,-0.240937,0.116596
2.882000,-0.241272,0.116560,-0.241272,0.116560
2.884000,-0.241606,0.116524,-0.241606,0.116524
2.886000,-0.241939,0.116488,-0.241939,0.116488
2.888000,-0.242273,0.116452,-0.242273,0.116452
2.890000,-0.242606,0.116415,-0.242606,0.116415
2.892000,-0.242938,0.116379,-0.242938,0.116379
2.894000,-0.243270,0.116342,-0.243270,0.116342
2.896000,-0.243601,0.116305,-0.243601,0.116305
2.898000,-0.243932,0.116267,-0.243932,0.116267
2.900000,-0.244263,0.116230,-0.244263,0.116230
2.902000,-0.244593,0.116192,-0.244593,0.116192
2.904000,-0.244923,0.116155,-0.244923,0.116155
2.906000,-0.245252,0.116117,-0.245252,0.116117
2.908000,-0.245581,0.116079,-0.245581,0.116079
2.910000,-0.245909,0.116040,-0.245909,0.116040
2.912000,-0.246237,0.116002,-0.246237,0.116002
2.914000,-0.246564,0.115963,-0.246564,0.115963
2.916000,-0.246891,0.115924,-0.246891,0.115924
2.918000,-0.247218,0.115885,-0.247218,0.115885
2.920000,-0.247543,0.115846,-0.247543,0.115846
2.922000,-0.247869,0.115806,-0.247869,0.115806
2.924000,-0.248194,0.115767,-0.248194,0.115767
2.926000,-0.248518,0.115727,-0.248518,0.115727
2.928000,-0.248842,0.115687,-0.248842,0.115687
2.930000,-0.249166,0.115647,-0.249166,0.115647
2.932000,-0.249489,0.115607,-0.249489,0.115607
2.934000,-0.249812,0.115566,-0.249812,0.115566
2.936000,-0.250134,0.115525,-0.250134,0.115525
2.938000,-0.250455,0.115484,-0.250455,0.115484
2.940000,-0.250776,0.115443,-0.250776,0.115443
2.942000,-0.251097,0.115402,-0.251097,0.115402
2.944000,-0.251417,0.115361,-0.251417,0.115361
2.946000,-0.251736,0.115319,-0.251736,0.115319
2.948000,-0.252055,0.115277,-0.252055,0.115277
2.950000,-0.252374,0.115235,-0.252374,0.115235
2.952000,-0.252692,0.115193,-0.252692,0.115193
2.954000,-0.253010,0.115151,-0.253010,0.115151
2.956000,-0.253327,0.115108,-0.253327,0.115108
2.958000,-0.253643,0.115066,-0.253643,0.115066
2.960000,-0.253959,0.115023,-0.253959,0.115023
2.962000,-0.254275,0.114980,-0.254275,0.114980
2.964000,-0.254590,0.114936,-0.254590,0.114936
2.966000,-0.254904,0.114893,-0.254904,0.114893
2.968000,-0.255218,0.114849,-0.255218,0.114849
2.970000,-0.255531,0.114805,-0.255531,0.114805
2.972000,-0.255844,0.114761,-0.255844,0.114761
2.974000,-0.256157,0.114717,-0.256157,0.114717
2.976000,-0.256468,0.114673,-0.256468,0.114673
2.978000,-0.256780,0.114628,-0.256780,0.114628
2.980000,-0.257090,0.114584,-0.257090,0.114584
2.982000,-0.257401,0.114539,-0.257401,0.114539
2.984000,-0.257710,0.114494,-0.257710,0.114494
2.986000,-0.258019,0.114449,-0.258019,0.114449
2.988000,-0.258328,0.114403,-0.258328,0.114403
2.990000,-0.258636,0.114358,-0.258636,0.114358
2.992000,-0.258943,0.114312,-0.258943,0.114312
2.994000,-0.259250,0.114266,-0.259250,0.114266
2.996000,-0.259557,0.114220,-0.259557,0.114220
2.998000,-0.259863,0.114173,-0.259863,0.114173
3.000000,-0.260168,0.114127,-0.260168,0.114127
3.002000,-0.260473,0.114080,-0.260473,0.114080
3.004000,-0.260777,0.114033,-0.260777,0.114033
3.006000,-0.261080,0.113986,-0.261080,0.113986
3.008000,-0.261383,0.113939,-0.261383,0.113939
3.010000,-0.261686,0.113892,-0.261686,0.113892
3.012000,-0.261988,0.113844,-0.261988,0.113844
3.014000,-0.262289,0.113796,-0.262289,0.113796
3.016000,-0.262590,0.113748,-0.262590,0.113748
3.018000,-0.262890,0.113700,-0.262890,0.113700
3.020000,-0.263190,0.113652,-0.263190,0.113652
3.022000,-0.263489,0.113603,-0.263489,0.113603
3.024000,-0.263787,0.113555,-0.263787,0.113555
3.026000,-0.264085,0.113506,-0.264085,0.113506
3.028000,-0.264382,0.113457,-0.264382,0.113457
3.030000,-0.264679,0.113408,-0.264679,0.113408
3.032000,-0.264975,0.113358,-0.264975,0.113358
3.034000,-0.265271,0.113309,-0.265271,0.113309
3.036000,-0.265566,0.113259,-0.265566,0.113259
3.038000,-0.265860,0.113209,-0.265860,0.113209
3.040000,-0.266154,0.113159,-0.266154,0.113159
3.042000,-0.266447,0.113109,-0.266447,0.113109
3.044000,-0.266739,0.113058,-0.266739,0.113058
3.046000,-0.267031,0.113007,-0.267031,0.113007
3.048000,-0.267323,0.112957,-0.267323,0.112957
3.050000,-0.267614,0.112906,-0.267614,0.112906
3.052000,-0.267904,0.112855,-0.267904,0.112855
3.054000,-0.268193,0.112803,-0.268193,0.112803
3.056000,-0.268482,0.112752,-0.268482,0.112752
3.058000,-0.268771,0.112700,-0.268771,0.112700
3.060000,-0.269058,0.112648,-0.269058,0.112648
3.062000,-0.269346,0.112596,-0.269346,0.112596
3.064000,-0.269632,0.112544,-0.269632,0.112544
3.066000,-0.269918,0.112491,-0.269918,0.112491
3.068000,-0.270203,0.112439,-0.270203,0.112439
3.070000,-0.270488,0.112386,-0.270488,0.112386
3.072000,-0.270772,0.112333,-0.270772,0.112333
3.074000,-0.271055,0.112280,-0.271055,0.112280
3.076000,-0.271338,0.112227,-0.271338,0.112227
3.078000,-0.271620,0.112173,-0.271620,0.112173
3.080000,-0.271902,0.112119,-0.271902,0.112119
3.082000,-0.272183,0.112066,-0.272183,0.112066
3.084000,-0.272463,0.112012,-0.272463,0.112012
3.086000,-0.272743,0.111957,-0.272743,0.111957
3.088000,-0.273022,0.111903,-0.273022,0.111903
3.090000,-0.273300,0.111849,-0.273300,0.111849
3.092000,-0.273578,0.111794,-0.273578,0.111794
3.094000,-0.273855,0.111739,-0.273855,0.111739
3.096000,-0.274131,0.111684,-0.274131,0.111684
3.098000,-0.274407,0.111629,-0.274407,0.111629
3.100000,-0.274682,0.111573,-0.274682,0.111573
3.102000,-0.274957,0.111518,-0.274957,0.111518
3.104000,-0.275230,0.111462,-0.275230,0.111462
3.106000,-0.275504,0.111406,-0.275504,0.111406
3.108000,-0.275776,0.111350,-0.275776,0.111350
3.110000,-0.276048,0.111293,-0.276048,0.111293
3.112000,-0.276319,0.111237,-0.276319,0.111237
3.114000,-0.276590,0.111180,-0.276590,0.111180
3.116000,-0.276860,0.111123,-0.276860,0.111123
3.118000,-0.277129,0.111066,-0.277129,0.111066
3.120000,-0.277397,0.111009,-0.277397,0.111009
3.122000,-0.277665,0.110952,-0.277665,0.110952
3.124000,-0.277933,0.110894,-0.277933,0.110894
3.126000,-0.278199,0.110837,-0.278199,0.110837
3.128000,-0.278465,0.110779,-0.278465,0.110779
3.130000,-0.278730,0.110721,-0.278730,0.110721
3.132000,-0.278995,0.110662,-0.278995,0.110662
3.134000,-0.279259,0.110604,-0.279259,0.110604
3.136000,-0.279522,0.110546,-0.279522,0.110546
3.138000,-0.279785,0.110487,-0.279785,0.110487
3.140000,-0.280046,0.110428,-0.280046,0.110428
3.142000,-0.280308,0.110369,-0.280308,0.110369
3.144000,-0.280568,0.110309,-0.280568,0.110309
3.146000,-0.280828,0.110250,-0.280828,0.110250
3.148000,-0.281087,0.110190,-0.281087,0.110190
3.150000,-0.281345,0.110131,-0.281345,0.110131
3.152000,-0.281603,0.110071,-0.281603,0.110071
3.154000,-0.281860,0.110010,-0.281860,0.110010
3.156000,-0.282116,0.109950,-0.282116,0.109950
3.158000,-0.282372,0.109890,-0.282372,0.109890
3.160000,-0.282627,0.109829,-0.282627,0.109829
3.162000,-0.282881,0.109768,-0.282881,0.109768
3.164000,-0.283135,0.109707,-0.283135,0.109707
3.166000,-0.283388,0.109646,-0.283388,0.109646
3.168000,-0.283640,0.109585,-0.283640,0.109585
3.170000,-0.283891,0.109523,-0.283891,0.109523
3.172000,-0.284142,0.109461,-0.284142,0.109461
3.174000,-0.284392,0.109399,-0.284392,0.109399
3.176000,-0.284641,0.109337,-0.284641,0.109337
3.178000,-0.284890,0.109275,-0.284890,0.109275
3.180000,-0.285138,0.109213,-0.285138,0.109213
3.182000,-0.285385,0.109150,-0.285385,0.109150
3.184000,-0.285631,0.109087,-0.285631,0.109087
3.186000,-0.285877,0.109024,-0.285877,0.109024
3.188000,-0.286122,0.108961,-0.286122,0.108961
3.190000,-0.286366,0.108898,-0.286366,0.108898
3.192000,-0.286610,0.108835,-0.286610,0.108835
3.194000,-0.286853,0.108771,-0.286853,0.108771
3.196000,-0.287095,0.108707,-0.287095,0.108707
3.198000,-0.287336,0.108643,-0.287336,0.108643
3.200000,-0.287577,0.108579,-0.287577,0.108579
3.202000,-0.287817,0.108515,-0.287817,0.108515
3.204000,-0.288056,0.108450,-0.288056,0.108450
3.206000,-0.288295,0.108386,-0.288295,0.108386
3.208000,-0.288532,0.108321,-0.288532,0.108321
3.210000,-0.288769,0.108256,-0.288769,0.108256
3.212000,-0.289006,0.108191,-0.289006,0.108191
3.214000,-0.289241,0.108126,-0.289241,0.108126
3.216000,-0.289476,0.108060,-0.289476,0.108060
3.218000,-0.289710,0.107994,-0.289710,0.107994
3.220000,-0.289943,0.107929,-0.289943,0.107929
3.222000,-0.290176,0.107863,-0.290176,0.107863
3.224000,-0.290408,0.107796,-0.290408,0.107796
3.226000,-0.290639,0.107730,-0.290639,0.107730
3.228000,-0.290869,0.107664,-0.290869,0.107664
3.230000,-0.291099,0.107597,-0.291099,0.107597
3.232000,-0.291327,0.107530,-0.291327,0.107530
3.234000,-0.291555,0.107463,-0.291555,0.107463
3.236000,-0.291783,0.107396,-0.291783,0.107396
3.238000,-0.292009,0.107329,-0.292009,0.107329
3.240000,-0.292235,0.107261,-0.292235,0.107261
3.242000,-0.292460,0.107193,-0.292460,0.107193
3.244000,-0.292684,0.107125,-0.292684,0.107125
3.246000,-0.292908,0.107057,-0.292908,0.107057
3.248000,-0.293131,0.106989,-0.293131,0.106989
3.250000,-0.293353,0.106921,-0.293353,0.106921
3.252000,-0.293574,0.106852,-0.293574,0.106852
3.254000,-0.293794,0.106784,-0.293794,0.106784
3.256000,-0.294014,0.106715,-0.294014,0.106715
3.258000,-0.294233,0.106646,-0.294233,0.106646
3.260000,-0.294451,0.106576,-0.294451,0.106576
3.262000,-0.294668,0.106507,-0.294668,0.106507
3.264000,-0.294885,0.106437,-0.294885,0.106437
3.266000,-0.295101,0.106368,-0.295101,0.106368
3.268000,-0.295316,0.106298,-0.295316,0.106298
3.270000,-0.295530,0.106228,-0.295530,0.106228
3.272000,-0.295743,0.106158,-0.295743,0.106158
3.274000,-0.295956,0.106087,-0.295956,0.106087
3.276000,-0.296168,0.106017,-0.296168,0.106017
3.278000,-0.296379,0.105946,-0.296379,0.105946
3.280000,-0.296589,0.105875,-0.296589,0.105875
3.282000,-0.296799,0.105804,-0.296799,0.105804
3.284000,-0.297008,0.105733,-0.297008,0.105733
3.286000,-0.297216,0.105661,-0.297216,0.105661
3.288000,-0.297423,0.105590,-0.297423,0.105590
3.290000,-0.297629,0.105518,-0.297629,0.105518
3.292000,-0.297835,0.105446,-0.297835,0.105446
3.294000,-0.298040,0.105374,-0.298040,0.105374
3.296000,-0.298244,0.105302,-0.298244,0.105302
3.298000,-0.298447,0.105229,-0.298447,0.105229
3.300000,-0.298649,0.105157,-0.298649,0.105157
3.302000,-0.298851,0.105084,-0.298851,0.105084
3.304000,-0.299052,0.105011,-0.299052,0.105011
3.306000,-0.299252,0.104938,-0.299252,0.104938
3.308000,-0.299451,0.104865,-0.299451,0.104865
3.310000,-0.299649,0.104791,-0.299649,0.104791
3.312000,-0.299847,0.104718,-0.299847,0.104718
3.314000,-0.300044,0.104644,-0.300044,0.104644
3.316000,-0.300239,0.104570,-0.300239,0.104570
3.318000,-0.300435,0.104496,-0.300435,0.104496
3.320000,-0.300629,0.104422,-0.300629,0.104422
3.322000,-0.300823,0.104348,-0.300823,0.104348
3.324000,-0.301015,0.104273,-0.301015,0.104273
3.326000,-0.301207,0.104198,-0.301207,0.104198
3.328000,-0.301398,0.104124,-0.301398,0.104124
3.330000,-0.301589,0.104048,-0.301589,0.104048
3.332000,-0.301778,0.103973,-0.301778,0.103973
3.334000,-0.301967,0.103898,-0.301967,0.103898
3.336000,-0.302154,0.103822,-0.302154,0.103822
3.338000,-0.302341,0.103747,-0.302341,0.103747
3.340000,-0.302528,0.103671,-0.302528,0.103671
3.342000,-0.302713,0.103595,-0.302713,0.103595
3.344000,-0.302897,0.103519,-0.302897,0.103519
3.346000,-0.303081,0.103442,-0.303081,0.103442
3.348000,-0.303264,0.103366,-0.303264,0.103366
3.350000,-0.303446,0.103289,-0.303446,0.103289
3.352000,-0.303627,0.103212,-0.303627,0.103212
3.354000,-0.303808,0.103135,-0.303808,0.103135
3.356000,-0.303987,0.103058,-0.303987,0.103058
3.358000,-0.304166,0.102981,-0.304166,0.102981
3.360000,-0.304344,0.102903,-0.304344,0.102903
3.362000,-0.304521,0.102826,-0.304521,0.102826
3.364000,-0.304697,0.102748,-0.304697,0.102748
3.366000,-0.304872,0.102670,-0.304872,0.102670
3.368000,-0.305047,0.102592,-0.305047,0.102592
3.370000,-0.305220,0.102513,-0.305220,0.102513
3.372000,-0.305393,0.102435,-0.305393,0.102435
3.374000,-0.305565,0.102356,-0.305565,0.102356
3.376000,-0.305736,0.102277,-0.305736,0.102277
3.378000,-0.305907,0.102198,-0.305907,0.102198
3.380000,-0.306076,0.102119,-0.306076,0.102119
3.382000,-0.306245,0.102040,-0.306245,0.102040
3.384000,-0.306413,0.101961,-0.306413,0.101961
3.386000,-0.306580,0.101881,-0.306580,0.101881
3.388000,-0.306746,0.101801,-0.306746,0.101801
3.390000,-0.306911,0.101721,-0.306911,0.101721
3.392000,-0.307075,0.101641,-0.307075,0.101641
3.394000,-0.307239,0.101561,-0.307239,0.101561
3.396000,-0.307401,0.101481,-0.307401,0.101481
3.398000,-0.307563,0.101400,-0.307563,0.101400
3.400000,-0.307724,0.101319,-0.307724,0.101319
3.402000,-0.307884,0.101238,-0.307884,0.101238
3.404000,-0.308043,0.101157,-0.308043,0.101157
3.406000,-0.308202,0.101076,-0.308202,0.101076
3.408000,-0.308359,0.100995,-0.308359,0.100995
3.410000,-0.308516,0.100913,-0.308516,0.100913
3.412000,-0.308672,0.100832,-0.308672,0.100832
3.414000,-0.308827,0.100750,-0.308827,0.100750
3.416000,-0.308981,0.100668,-0.308981,0.100668
3.418000,-0.309134,0.100586,-0.309134,0.100586
3.420000,-0.309286,0.100503,-0.309286,0.100503
3.422000,-0.309438,0.100421,-0.309438,0.100421
3.424000,-0.309588,0.100338,-0.309588,0.100338
3.426000,-0.309738,0.100255,-0.309738,0.100255
3.428000,-0.309887,0.100173,-0.309887,0.100173
3.430000,-0.310035,0.100089,-0.310035,0.100089
3.432000,-0.310182,0.100006,-0.310182,0.100006
3.434000,-0.310328,0.099923,-0.310328,0.099923
3.436000,-0.310473,0.099839,-0.310473,0.099839
3.438000,-0.310618,0.099755,-0.310618,0.099755
3.440000,-0.310762,0.099672,-0.310762,0.099672
3.442000,-0.310904,0.099587,-0.310904,0.099587
3.444000,-0.311046,0.099503,-0.311046,0.099503
3.446000,-0.311187,0.099419,-0.311187,0.099419
3.448000,-0.311327,0.099334,-0.311327,0.099334
3.450000,-0.311466,0.099250,-0.311466,0.099250
3.452000,-0.311605,0.099165,-0.311605,0.099165
3.454000,-0.311742,0.099080,-0.311742,0.099080
3.456000,-0.311879,0.098995,-0.311879,0.098995
3.458000,-0.312015,0.098909,-0.312015,0.098909
3.460000,-0.312149,0.098824,-0.312149,0.098824
3.462000,-0.312283,0.098738,-0.312283,0.098738
3.464000,-0.312416,0.098653,-0.312416,0.098653
3.466000,-0.312548,0.098567,-0.312548,0.098567
3.468000,-0.312680,0.098480,-0.312680,0.098480
3.470000,-0.312810,0.098394,-0.312810,0.098394
3.472000,-0.312940,0.098308,-0.312940,0.098308
3.474000,-0.313068,0.098221,-0.313068,0.098221
3.476000,-0.313196,0.098135,-0.313196,0.098135
3.478000,-0.313323,0.098048,-0.313323,0.098048
3.480000,-0.313449,0.097961,-0.313449,0.097961
3.482000,-0.313574,0.097874,-0.313574,0.097874
3.484000,-0.313698,0.097786,-0.313698,0.097786
3.486000,-0.313821,0.097699,-0.313821,0.097699
3.488000,-0.313943,0.097611,-0.313943,0.097611
3.490000,-0.314065,0.097523,-0.314065,0.097523
3.492000,-0.314185,0.097435,-0.314185,0.097435
3.494000,-0.314305,0.097347,-0.314305,0.097347
3.496000,-0.314424,0.097259,-0.314424,0.097259
3.498000,-0.314542,0.097171,-0.314542,0.097171
3.500000,-0.314658,0.097082,-0.314658,0.097082
3.502000,-0.314775,0.096993,-0.314775,0.096993
3.504000,-0.314890,0.096904,-0.314890,0.096904
3.506000,-0.315004,0.096815,-0.315004,0.096815
3.508000,-0.315117,0.096726,-0.315117,0.096726
3.510000,-0.315230,0.096637,-0.315230,0.096637
3.512000,-0.315341,0.096547,-0.315341,0.096547
3.514000,-0.315452,0.096458,-0.315452,0.096458
3.516000,-0.315562,0.096368,-0.315562,0.096368
3.518000,-0.315670,0.096278,-0.315670,0.096278
3.520000,-0.315778,0.096188,-0.315778,0.096188
3.522000,-0.315885,0.096098,-0.315885,0.096098
3.524000,-0.315991,0.096007,-0.315991,0.096007
3.526000,-0.316097,0.095917,-0.316097,0.095917
3.528000,-0.316201,0.095826,-0.316201,0.095826
3.530000,-0.316304,0.095735,-0.316304,0.095735
3.532000,-0.316407,0.095644,-0.316407,0.095644
3.534000,-0.316508,0.095553,-0.316508,0.095553
3.536000,-0.316609,0.095462,-0.316609,0.095462
3.538000,-0.316708,0.095370,-0.316708,0.095370
3.540000,-0.316807,0.095279,-0.316807,0.095279
3.542000,-0.316905,0.095187,-0.316905,0.095187
3.544000,-0.317002,0.095095,-0.317002,0.095095
3.546000,-0.317098,0.095003,-0.317098,0.095003
3.548000,-0.317193,0.094911,-0.317193,0.094911
3.550000,-0.317287,0.094819,-0.317287,0.094819
3.552000,-0.317381,0.094726,-0.317381,0.094726
3.554000,-0.317473,0.094633,-0.317473,0.094633
3.556000,-0.317565,0.094541,-0.317565,0.094541
3.558000,-0.317655,0.094448,-0.317655,0.094448
3.560000,-0.317745,0.094355,-0.317745,0.094355
3.562000,-0.317833,0.094261,-0.317833,0.094261
3.564000,-0.317921,0.094168,-0.317921,0.094168
3.566000,-0.318008,0.094074,-0.318008,0.094074
3.568000,-0.318094,0.093981,-0.318094,0.093981
3.570000,-0.318179,0.093887,-0.318179,0.093887
3.572000,-0.318263,0.093793,-0.318263,0.093793
3.574000,-0.318346,0.093699,-0.318346,0.093699
3.576000,-0.318429,0.093604,-0.318429,0.093604
3.578000,-0.318510,0.093510,-0.318510,0.093510
3.580000,-0.318590,0.093415,-0.318590,0.093415
3.582000,-0.318670,0.093321,-0.318670,0.093321
3.584000,-0.318748,0.093226,-0.318748,0.093226
3.586000,-0.318826,0.093131,-0.318826,0.093131
3.588000,-0.318903,0.093036,-0.318903,0.093036
3.590000,-0.318978,0.092940,-0.318978,0.092940
3.592000,-0.319053,0.092845,-0.319053,0.092845
3.594000,-0.319127,0.092749,-0.319127,0.092749
3.596000,-0.319200,0.092654,-0.319200,0.092654
3.598000,-0.319272,0.092558,-0.319272,0.092558
3.600000,-0.319343,0.092462,-0.319343,0.092462
3.602000,-0.319413,0.092365,-0.319413,0.092365
3.604000,-0.319483,0.092269,-0.319483,0.092269
3.606000,-0.319551,0.092173,-0.319551,0.092173
3.608000,-0.319618,0.092076,-0.319618,0.092076
3.610000,-0.319685,0.091979,-0.319685,0.091979
3.612000,-0.319750,0.091882,-0.319750,0.091882
3.614000,-0.319815,0.091785,-0.319815,0.091785
3.616000,-0.319878,0.091688,-0.319878,0.091688
3.618000,-0.319941,0.091591,-0.319941,0.091591
3.620000,-0.320003,0.091493,-0.320003,0.091493
3.622000,-0.320064,0.091395,-0.320064,0.091395
3.624000,-0.320124,0.091298,-0.320124,0.091298
3.626000,-0.320183,0.091200,-0.320183,0.091200
3.628000,-0.320241,0.091102,-0.320241,0.091102
3.630000,-0.320298,0.091003,-0.320298,0.091003
3.632000,-0.320354,0.090905,-0.320354,0.090905
3.634000,-0.320409,0.090807,-0.320409,0.090807
3.636000,-0.320463,0.090708,-0.320463,0.090708
3.638000,-0.320517,0.090609,-0.320517,0.090609
3.640000,-0.320569,0.090510,-0.320569,0.090510
3.642000,-0.320621,0.090411,-0.320621,0.090411
3.644000,-0.320671,0.090312,-0.320671,0.090312
3.646000,-0.320721,0.090212,-0.320721,0.090212
3.648000,-0.320769,0.090113,-0.320769,0.090113
3.650000,-0.320817,0.090013,-0.320817,0.090013
3.652000,-0.320864,0.089914,-0.320864,0.089914
3.654000,-0.320910,0.089814,-0.320910,0.089814
3.656000,-0.320955,0.089714,-0.320955,0.089714
3.658000,-0.320999,0.089613,-0.320999,0.089613
3.660000,-0.321042,0.089513,-0.321042,0.089513
3.662000,-0.321084,0.089412,-0.321084,0.089412
3.664000,-0.321125,0.089312,-0.321125,0.089312
3.666000,-0.321165,0.089211,-0.321165,0.089211
3.668000,-0.321204,0.089110,-0.321204,0.089110
3.670000,-0.321243,0.089009,-0.321243,0.089009
3.672000,-0.321280,0.088908,-0.321280,0.088908
3.674000,-0.321316,0.088806,-0.321316,0.088806
3.676000,-0.321352,0.088705,-0.321352,0.088705
3.678000,-0.321386,0.088603,-0.321386,0.088603
3.680000,-0.321420,0.088502,-0.321420,0.088502
3.682000,-0.321453,0.088400,-0.321453,0.088400
3.684000,-0.321484,0.088298,-0.321484,0.088298
3.686000,-0.321515,0.088195,-0.321515,0.088195
