time,l_arm_shoulder_pitch_joint,l_arm_shoulder_roll_joint,l_arm_shoulder_yaw_joint,l_arm_elbow_joint,r_arm_shoulder_pitch_joint,r_arm_shoulder_roll_joint,r_arm_shoulder_yaw_joint,r_arm_elbow_joint
0.196000,0.202150,0.286043,0.000000,0.009404,0.000000,-0.261800,0.000000,0.000000
0.198000,0.203942,0.286282,0.000000,0.009595,0.000000,-0.261800,0.000000,0.000000
0.200000,0.205725,0.286521,0.000000,0.009789,0.000000,-0.261800,0.000000,0.000000
0.202000,0.207500,0.286760,0.000000,0.009984,0.000000,-0.261800,0.000000,0.000000
0.204000,0.209267,0.286999,0.000000,0.010181,0.000000,-0.261800,0.000000,0.000000
0.206000,0.211025,0.287237,0.000000,0.010380,0.000000,-0.261800,0.000000,0.000000
0.208000,0.212776,0.287475,0.000000,0.010580,0.000000,-0.261800,0.000000,0.000000
0.210000,0.214517,0.287713,0.000000,0.010783,0.000000,-0.261800,0.000000,0.000000
0.212000,0.216251,0.287951,0.000000,0.010987,0.000000,-0.261800,0.000000,0.000000
0.214000,0.217976,0.288188,0.000000,0.011194,0.000000,-0.261800,0.000000,0.000000
0.216000,0.219692,0.288426,0.000000,0.011402,0.000000,-0.261800,0.000000,0.000000
0.218000,0.221400,0.288662,0.000000,0.011612,0.000000,-0.261800,0.000000,0.000000
0.220000,0.223098,0.288899,0.000000,0.011824,0.000000,-0.261800,0.000000,0.000000
