time,l_arm_shoulder_pitch_joint,l_arm_shoulder_roll_joint,l_arm_shoulder_yaw_joint,l_arm_elbow_joint,r_arm_shoulder_pitch_joint,r_arm_shoulder_roll_joint,r_arm_shoulder_yaw_joint,r_arm_elbow_joint
0.222000,0.224788,0.289135,0.000000,0.012038,0.000000,-0.261800,0.000000,0.000000
0.224000,0.226470,0.289371,0.000000,0.012253,0.000000,-0.261800,0.000000,0.000000
0.226000,0.228142,0.289607,0.000000,0.012471,0.000000,-0.261800,0.000000,0.000000
0.228000,0.229805,0.289843,0.000000,0.012690,0.000000,-0.261800,0.000000,0.000000
0.230000,0.231459,0.290078,0.000000,0.012911,0.000000,-0.261800,0.000000,0.000000
0.232000,0.233104,0.290313,0.000000,0.013134,0.000000,-0.261800,0.000000,0.000000
0.234000,0.234740,0.290548,0.000000,0.013359,0.000000,-0.261800,0.000000,0.000000
0.236000,0.236366,0.290782,0.000000,0.013586,0.000000,-0.261800,0.000000,0.000000
0.238000,0.237984,0.291016,0.000000,0.013814,0.000000,-0.261800,0.000000,0.000000
0.240000,0.239591,0.291250,0.000000,0.014045,0.000000,-0.261800,0.000000,0.000000
0.242000,0.241190,0.291483,0.000000,0.014277,0.000000,-0.261800,0.000000,0.000000
0.244000,0.242779,0.291717,0.000000,0.014511,0.000000,-0.261800,0.000000,0.000000
0.246000,0.244358,0.291950,0.000000,0.014747,0.000000,-0.261800,0.000000,0.000000
0.248000,0.245927,0.292182,0.000000,0.014985,0.000000,-0.261800,0.000000,0.000000
0.250000,0.247487,0.292415,0.000000,0.015224,0.000000,-0.261800,0.000000,0.000000
0.252000,0.249037,0.292647,0.000000,0.015465,0.000000,-0.261800,0.000000,0.000000
0.254000,0.250578,0.292878,0.000000,0.015709,0.000000,-0.261800,0.000000,0.000000
0.256000,0.252108,0.293110,0.000000,0.015954,0.000000,-0.261800,0.000000,0.000000
0.258000,0.253629,0.293341,0.000000,0.016200,0.000000,-0.261800,0.000000,0.000000
0.260000,0.255139,0.293572,0.000000,0.016449,0.000000,-0.261800,0.000000,0.000000
0.262000,0.256639,0.293802,0.000000,0.016700,0.000000,-0.261800,0.000000,0.000000
0.264000,0.258130,0.294033,0.000000,0.016952,0.000000,-0.261800,0.000000,0.000000
0.266000,0.259610,0.294262,0.000000,0.017206,0.000000,-0.261800,0.000000,0.000000
0.268000,0.261079,0.294492,0.000000,0.017462,0.000000,-0.261800,0.000000,0.000000
0.270000,0.262539,0.294721,0.000000,0.017719,0.000000,-0.261800,0.000000,0.000000
0.272000,0.263988,0.294950,0.000000,0.017979,0.000000,-0.261800,0.000000,0.000000
0.274000,0.265427,0.295179,0.000000,0.018240,0.000000,-0.261800,0.000000,0.000000
0.276000,0.266855,0.295407,0.000000,0.018503,0.000000,-0.261800,0.000000,0.000000
0.278000,0.268273,0.295635,0.000000,0.018768,0.000000,-0.261800,0.000000,0.000000
0.280000,0.269680,0.295862,0.000000,0.019035,0.000000,-0.261800,0.000000,0.000000
0.282000,0.271076,0.296090,0.000000,0.019303,0.000000,-0.261800,0.000000,0.000000
0.284000,0.272462,0.296316,0.000000,0.019573,0.000000,-0.261800,0.000000,0.000000
0.286000,0.273837,0.296543,0.000000,0.019845,0.000000,-0.261800,0.000000,0.000000
0.288000,0.275201,0.296769,0.000000,0.020119,0.000000,-0.261800,0.000000,0.000000
0.290000,0.276554,0.296995,0.000000,0.020394,0.000000,-0.261800,0.000000,0.000000
0.292000,0.277897,0.297221,0.000000,0.020672,0.000000,-0.261800,0.000000,0.000000
0.294000,0.279228,0.297446,0.000000,0.020951,0.000000,-0.261800,0.000000,0.000000
0.296000,0.280548,0.297671,0.000000,0.021232,0.000000,-0.261800,0.000000,0.000000
0.298000,0.281858,0.297895,0.000000,0.021514,0.000000,-0.261800,0.000000,0.000000
0.300000,0.283156,0.298119,0.000000,0.021799,0.000000,-0.261800,0.000000,0.000000
0.302000,0.284443,0.298343,0.000000,0.022085,0.000000,-0.261800,0.000000,0.000000
0.304000,0.285719,0.298566,0.000000,0.022373,0.000000,-0.261800,0.000000,0.000000
0.306000,0.286983,0.298789,0.000000,0.022662,0.000000,-0.261800,0.000000,0.000000
0.308000,0.288236,0.299012,0.000000,0.022954,0.000000,-0.261800,0.000000,0.000000
0.310000,0.289478,0.299234,0.000000,0.023247,0.000000,-0.261800,0.000000,0.000000
0.312000,0.290709,0.299456,0.000000,0.023542,0.000000,-0.261800,0.000000,0.000000
0.314000,0.291927,0.299678,0.000000,0.023838,0.000000,-0.261800,0.000000,0.000000
0.316000,0.293135,0.299899,0.000000,0.024137,0.000000,-0.261800,0.000000,0.000000
0.318000,0.294331,0.300120,0.000000,0.024437,0.000000,-0.261800,0.000000,0.000000
0.320000,0.295515,0.300340,0.000000,0.024739,0.000000,-0.261800,0.000000,0.000000
0.322000,0.296687,0.300560,0.000000,0.025042,0.000000,-0.261800,0.000000,0.000000
0.324000,0.297848,0.300780,0.000000,0.025348,0.000000,-0.261800,0.000000,0.000000
0.326000,0.298997,0.300999,0.000000,0.025655,0.000000,-0.261800,0.000000,0.000000
0.328000,0.300134,0.301218,0.000000,0.025963,0.000000,-0.261800,0.000000,0.000000
0.330000,0.301260,0.301437,0.000000,0.026274,0.000000,-0.261800,0.000000,0.000000
0.332000,0.302373,0.301655,0.000000,0.026586,0.000000,-0.261800,0.000000,0.000000
0.334000,0.303475,0.301873,0.000000,0.026900,0.000000,-0.261800,0.000000,0.000000
0.336000,0.304564,0.302090,0.000000,0.027215,0.000000,-0.261800,0.000000,0.000000
0.338000,0.305642,0.302307,0.000000,0.027533,0.000000,-0.261800,0.000000,0.000000
0.340000,0.306707,0.302523,0.000000,0.027852,0.000000,-0.261800,0.000000,0.000000
0.342000,0.307761,0.302739,0.000000,0.028172,0.000000,-0.261800,0.000000,0.000000
0.344000,0.308802,0.302955,0.000000,0.028495,0.000000,-0.261800,0.000000,0.000000
0.346000,0.309831,0.303170,0.000000,0.028819,0.000000,-0.261800,0.000000,0.000000
0.348000,0.310848,0.303385,0.000000,0.029145,0.000000,-0.261800,0.000000,0.000000
0.350000,0.311852,0.303600,0.000000,0.029472,0.000000,-0.261800,0.000000,0.000000
0.352000,0.312844,0.303814,0.000000,0.029801,0.000000,-0.261800,0.000000,0.000000
0.354000,0.313824,0.304028,0.000000,0.030132,0.000000,-0.261800,0.000000,0.000000
0.356000,0.314792,0.304241,0.000000,0.030464,0.000000,-0.261800,0.000000,0.000000
0.358000,0.315747,0.304454,0.000000,0.030799,0.000000,-0.261800,0.000000,0.000000
0.360000,0.316689,0.304666,0.000000,0.031134,0.000000,-0.261800,0.000000,0.000000
0.362000,0.317620,0.304878,0.000000,0.031472,0.000000,-0.261800,0.000000,0.000000
0.364000,0.318537,0.305090,0.000000,0.031811,0.000000,-0.261800,0.000000,0.000000
0.366000,0.319442,0.305301,0.000000,0.032152,0.000000,-0.261800,0.000000,0.000000
0.368000,0.320334,0.305512,0.000000,0.032494,0.000000,-0.261800,0.000000,0.000000
0.370000,0.321214,0.305722,0.000000,0.032839,0.000000,-0.261800,0.000000,0.000000
0.372000,0.322081,0.305932,0.000000,0.033184,0.000000,-0.261800,0.000000,0.000000
0.374000,0.322935,0.306141,0.000000,0.033532,0.000000,-0.261800,0.000000,0.000000
0.376000,0.323777,0.306350,0.000000,0.033881,0.000000,-0.261800,0.000000,0.000000
0.378000,0.324606,0.306559,0.000000,0.034232,0.000000,-0.261800,0.000000,0.000000
0.380000,0.325422,0.306767,0.000000,0.034584,0.000000,-0.261800,0.000000,0.000000
0.382000,0.326225,0.306974,0.000000,0.034938,0.000000,-0.261800,0.000000,0.000000
0.384000,0.327015,0.307182,0.000000,0.035293,0.000000,-0.261800,0.000000,0.000000
0.386000,0.327792,0.307388,0.000000,0.035651,0.000000,-0.261800,0.000000,0.000000
0.388000,0.328557,0.307595,0.000000,0.036010,0.000000,-0.261800,0.000000,0.000000
0.390000,0.329308,0.307800,0.000000,0.036370,0.000000,-0.261800,0.000000,0.000000
0.392000,0.330047,0.308006,0.000000,0.036732,0.000000,-0.261800,0.000000,0.000000
0.394000,0.330772,0.308211,0.000000,0.037096,0.000000,-0.261800,0.000000,0.000000
0.396000,0.331484,0.308415,0.000000,0.037461,0.000000,-0.261800,0.000000,0.000000
0.398000,0.332184,0.308619,0.000000,0.037828,0.000000,-0.261800,0.000000,0.000000
0.400000,0.332870,0.308823,0.000000,0.038197,0.000000,-0.261800,0.000000,0.000000
0.402000,0.333543,0.309026,0.000000,0.038567,0.000000,-0.261800,0.000000,0.000000
0.404000,0.334203,0.309229,0.000000,0.038938,0.000000,-0.261800,0.000000,0.000000
0.406000,0.334849,0.309431,0.000000,0.039312,0.000000,-0.261800,0.000000,0.000000
0.408000,0.335483,0.309632,0.000000,0.039687,0.000000,-0.261800,0.000000,0.000000
0.410000,0.336103,0.309834,0.000000,0.040063,0.000000,-0.261800,0.000000,0.000000
0.412000,0.336710,0.310034,0.000000,0.040441,0.000000,-0.261800,0.000000,0.000000
0.414000,0.337303,0.310235,0.000000,0.040821,0.000000,-0.261800,0.000000,0.000000
0.416000,0.337884,0.310434,0.000000,0.041202,0.000000,-0.261800,0.000000,0.000000
0.418000,0.338451,0.310634,0.000000,0.041585,0.000000,-0.261800,0.000000,0.000000
0.420000,0.339004,0.310833,0.000000,0.041969,0.000000,-0.261800,0.000000,0.000000
0.422000,0.339544,0.311031,0.000000,0.042355,0.000000,-0.261800,0.000000,0.000000
0.424000,0.340071,0.311229,0.000000,0.042742,0.000000,-0.261800,0.000000,0.000000
0.426000,0.340584,0.311426,0.000000,0.043131,0.000000,-0.261800,0.000000,0.000000
0.428000,0.341084,0.311623,0.000000,0.043522,0.000000,-0.261800,0.000000,0.000000
0.430000,0.341571,0.311819,0.000000,0.043914,0.000000,-0.261800,0.000000,0.000000
0.432000,0.342044,0.312015,0.000000,0.044308,0.000000,-0.261800,0.000000,0.000000
0.434000,0.342503,0.312211,0.000000,0.044703,0.000000,-0.261800,0.000000,0.000000
0.436000,0.342949,0.312406,0.000000,0.045099,0.000000,-0.261800,0.000000,0.000000
0.438000,0.343382,0.312600,0.000000,0.045498,0.000000,-0.261800,0.000000,0.000000
0.440000,0.343801,0.312794,0.000000,0.045897,0.000000,-0.261800,0.000000,0.000000
0.442000,0.344206,0.312987,0.000000,0.046299,0.000000,-0.261800,0.000000,0.000000
0.444000,0.344598,0.313180,0.000000,0.046701,0.000000,-0.261800,0.000000,0.000000
0.446000,0.344976,0.313373,0.000000,0.047106,0.000000,-0.261800,0.000000,0.000000
0.448000,0.345340,0.313564,0.000000,0.047511,0.000000,-0.261800,0.000000,0.000000
0.450000,0.345691,0.313756,0.000000,0.047919,0.000000,-0.261800,0.000000,0.000000
0.452000,0.346028,0.313947,0.000000,0.048328,0.000000,-0.261800,0.000000,0.000000
0.454000,0.346352,0.314137,0.000000,0.048738,0.000000,-0.261800,0.000000,0.000000
0.456000,0.346661,0.314327,0.000000,0.049150,0.000000,-0.261800,0.000000,0.000000
0.458000,0.346958,0.314516,0.000000,0.049563,0.000000,-0.261800,0.000000,0.000000
0.460000,0.347240,0.314705,0.000000,0.049978,0.000000,-0.261800,0.000000,0.000000
0.462000,0.347509,0.314893,0.000000,0.050394,0.000000,-0.261800,0.000000,0.000000
0.464000,0.347764,0.315081,0.000000,0.050812,0.000000,-0.261800,0.000000,0.000000
0.466000,0.348005,0.315268,0.000000,0.051231,0.000000,-0.261800,0.000000,0.000000
0.468000,0.348233,0.315455,0.000000,0.051652,0.000000,-0.261800,0.000000,0.000000
0.470000,0.348447,0.315641,0.000000,0.052074,0.000000,-0.261800,0.000000,0.000000
0.472000,0.348647,0.315827,0.000000,0.052497,0.000000,-0.261800,0.000000,0.000000
0.474000,0.348833,0.316012,0.000000,0.052922,0.000000,-0.261800,0.000000,0.000000
0.476000,0.349006,0.316196,0.000000,0.053349,0.000000,-0.261800,0.000000,0.000000
0.478000,0.349164,0.316380,0.000000,0.053777,0.000000,-0.261800,0.000000,0.000000
0.480000,0.349309,0.316564,0.000000,0.054206,0.000000,-0.261800,0.000000,0.000000
0.482000,0.349441,0.316747,0.000000,0.054637,0.000000,-0.261800,0.000000,0.000000
0.484000,0.349558,0.316929,0.000000,0.055069,0.000000,-0.261800,0.000000,0.000000
0.486000,0.349662,0.317111,0.000000,0.055503,0.000000,-0.261800,0.000000,0.000000
0.488000,0.349751,0.317292,0.000000,0.055938,0.000000,-0.261800,0.000000,0.000000
0.490000,0.349827,0.317473,0.000000,0.056375,0.000000,-0.261800,0.000000,0.000000
0.492000,0.349889,0.317653,0.000000,0.056813,0.000000,-0.261800,0.000000,0.000000
0.494000,0.349938,0.317833,0.000000,0.057252,0.000000,-0.261800,0.000000,0.000000
0.496000,0.349972,0.318012,0.000000,0.057693,0.000000,-0.261800,0.000000,0.000000
0.498000,0.349993,0.318191,0.000000,0.058135,0.000000,-0.261800,0.000000,0.000000
0.500000,0.350000,0.318369,0.000000,0.058579,0.000000,-0.261800,0.000000,0.000000
0.502000,0.349993,0.318546,0.000000,0.059024,0.000000,-0.261800,0.000000,0.000000
0.504000,0.349972,0.318723,0.000000,0.059470,0.000000,-0.261800,0.000000,0.000000
0.506000,0.349938,0.318899,0.000000,0.059918,0.000000,-0.261800,0.000000,0.000000
0.508000,0.349889,0.319075,0.000000,0.060367,0.000000,-0.261800,0.000000,0.000000
0.510000,0.349827,0.319250,0.000000,0.060817,0.000000,-0.261800,0.000000,0.000000
0.512000,0.349751,0.319425,0.000000,0.061269,0.000000,-0.261800,0.000000,0.000000
0.514000,0.349662,0.319599,0.000000,0.061723,0.000000,-0.261800,0.000000,0.000000
0.516000,0.349558,0.319772,0.000000,0.062177,0.000000,-0.261800,0.000000,0.000000
0.518000,0.349441,0.319945,0.000000,0.062633,0.000000,-0.261800,0.000000,0.000000
0.520000,0.349309,0.320117,0.000000,0.063091,0.000000,-0.261800,0.000000,0.000000
0.522000,0.349164,0.320289,0.000000,0.063549,0.000000,-0.261800,0.000000,0.000000
0.524000,0.349006,0.320460,0.000000,0.064009,0.000000,-0.261800,0.000000,0.000000
0.526000,0.348833,0.320631,0.000000,0.064471,0.000000,-0.261800,0.000000,0.000000
0.528000,0.348647,0.320801,0.000000,0.064933,0.000000,-0.261800,0.000000,0.000000
0.530000,0.348447,0.320970,0.000000,0.065397,0.000000,-0.261800,0.000000,0.000000
0.532000,0.348233,0.321139,0.000000,0.065863,0.000000,-0.261800,0.000000,0.000000
0.534000,0.348005,0.321308,0.000000,0.066330,0.000000,-0.261800,0.000000,0.000000
0.536000,0.347764,0.321475,0.000000,0.066798,0.000000,-0.261800,0.000000,0.000000
0.538000,0.347509,0.321642,0.000000,0.067267,0.000000,-0.261800,0.000000,0.000000
0.540000,0.347240,0.321809,0.000000,0.067738,0.000000,-0.261800,0.000000,0.000000
0.542000,0.346958,0.321975,0.000000,0.068210,0.000000,-0.261800,0.000000,0.000000
0.544000,0.346661,0.322140,0.000000,0.068683,0.000000,-0.261800,0.000000,0.000000
0.546000,0.346352,0.322305,0.000000,0.069157,0.000000,-0.261800,0.000000,0.000000
0.548000,0.346028,0.322469,0.000000,0.069633,0.000000,-0.261800,0.000000,0.000000
0.550000,0.345691,0.322632,0.000000,0.070110,0.000000,-0.261800,0.000000,0.000000
0.552000,0.345340,0.322795,0.000000,0.070589,0.000000,-0.261800,0.000000,0.000000
0.554000,0.344976,0.322958,0.000000,0.071069,0.000000,-0.261800,0.000000,0.000000
0.556000,0.344598,0.323119,0.000000,0.071549,0.000000,-0.261800,0.000000,0.000000
0.558000,0.344206,0.323281,0.000000,0.072032,0.000000,-0.261800,0.000000,0.000000
0.560000,0.343801,0.323441,0.000000,0.072515,0.000000,-0.261800,0.000000,0.000000
0.562000,0.343382,0.323601,0.000000,0.073000,0.000000,-0.261800,0.000000,0.000000
0.564000,0.342949,0.323760,0.000000,0.073486,0.000000,-0.261800,0.000000,0.000000
0.566000,0.342503,0.323919,0.000000,0.073973,0.000000,-0.261800,0.000000,0.000000
0.568000,0.342044,0.324077,0.000000,0.074462,0.000000,-0.261800,0.000000,0.000000
0.570000,0.341571,0.324234,0.000000,0.074951,0.000000,-0.261800,0.000000,0.000000
0.572000,0.341084,0.324391,0.000000,0.075442,0.000000,-0.261800,0.000000,0.000000
0.574000,0.340584,0.324547,0.000000,0.075935,0.000000,-0.261800,0.000000,0.000000
0.576000,0.340071,0.324703,0.000000,0.076428,0.000000,-0.261800,0.000000,0.000000
0.578000,0.339544,0.324858,0.000000,0.076923,0.000000,-0.261800,0.000000,0.000000
0.580000,0.339004,0.325012,0.000000,0.077419,0.000000,-0.261800,0.000000,0.000000
0.582000,0.338451,0.325166,0.000000,0.077916,0.000000,-0.261800,0.000000,0.000000
0.584000,0.337884,0.325319,0.000000,0.078414,0.000000,-0.261800,0.000000,0.000000
0.586000,0.337303,0.325472,0.000000,0.078913,0.000000,-0.261800,0.000000,0.000000
0.588000,0.336710,0.325624,0.000000,0.079414,0.000000,-0.261800,0.000000,0.000000
0.590000,0.336103,0.325775,0.000000,0.079916,0.000000,-0.261800,0.000000,0.000000
0.592000,0.335483,0.325925,0.000000,0.080419,0.000000,-0.261800,0.000000,0.000000
0.594000,0.334849,0.326075,0.000000,0.080923,0.000000,-0.261800,0.000000,0.000000
0.596000,0.334203,0.326225,0.000000,0.081429,0.000000,-0.261800,0.000000,0.000000
0.598000,0.333543,0.326373,0.000000,0.081935,0.000000,-0.261800,0.000000,0.000000
0.600000,0.332870,0.326521,0.000000,0.082443,0.000000,-0.261800,0.000000,0.000000
0.602000,0.332184,0.326669,0.000000,0.082952,0.000000,-0.261800,0.000000,0.000000
0.604000,0.331484,0.326816,0.000000,0.083462,0.000000,-0.261800,0.000000,0.000000
0.606000,0.330772,0.326962,0.000000,0.083973,0.000000,-0.261800,0.000000,0.000000
0.608000,0.330047,0.327107,0.000000,0.084485,0.000000,-0.261800,0.000000,0.000000
0.610000,0.329308,0.327252,0.000000,0.084999,0.000000,-0.261800,0.000000,0.000000
0.612000,0.328557,0.327396,0.000000,0.085514,0.000000,-0.261800,0.000000,0.000000
0.614000,0.327792,0.327540,0.000000,0.086029,0.000000,-0.261800,0.000000,0.000000
0.616000,0.327015,0.327683,0.000000,0.086546,0.000000,-0.261800,0.000000,0.000000
0.618000,0.326225,0.327825,0.000000,0.087064,0.000000,-0.261800,0.000000,0.000000
0.620000,0.325422,0.327966,0.000000,0.087583,0.000000,-0.261800,0.000000,0.000000
0.622000,0.324606,0.328107,0.000000,0.088104,0.000000,-0.261800,0.000000,0.000000
0.624000,0.323777,0.328248,0.000000,0.088625,0.000000,-0.261800,0.000000,0.000000
0.626000,0.322935,0.328387,0.000000,0.089147,0.000000,-0.261800,0.000000,0.000000
0.628000,0.322081,0.328526,0.000000,0.089671,0.000000,-0.261800,0.000000,0.000000
0.630000,0.321214,0.328665,0.000000,0.090195,0.000000,-0.261800,0.000000,0.000000
0.632000,0.320334,0.328802,0.000000,0.090721,0.000000,-0.261800,0.000000,0.000000
0.634000,0.319442,0.328939,0.000000,0.091248,0.000000,-0.261800,0.000000,0.000000
0.636000,0.318537,0.329076,0.000000,0.091776,0.000000,-0.261800,0.000000,0.000000
0.638000,0.317620,0.329211,0.000000,0.092305,0.000000,-0.261800,0.000000,0.000000
0.640000,0.316689,0.329346,0.000000,0.092835,0.000000,-0.261800,0.000000,0.000000
0.642000,0.315747,0.329481,0.000000,0.093366,0.000000,-0.261800,0.000000,0.000000
0.644000,0.314792,0.329614,0.000000,0.093898,0.000000,-0.261800,0.000000,0.000000
0.646000,0.313824,0.329747,0.000000,0.094431,0.000000,-0.261800,0.000000,0.000000
0.648000,0.312844,0.329880,0.000000,0.094965,0.000000,-0.261800,0.000000,0.000000
0.650000,0.311852,0.330011,0.000000,0.095500,0.000000,-0.261800,0.000000,0.000000
0.652000,0.310848,0.330142,0.000000,0.096037,0.000000,-0.261800,0.000000,0.000000
0.654000,0.309831,0.330273,0.000000,0.096574,0.000000,-0.261800,0.000000,0.000000
0.656000,0.308802,0.330402,0.000000,0.097112,0.000000,-0.261800,0.000000,0.000000
0.658000,0.307761,0.330531,0.000000,0.097651,0.000000,-0.261800,0.000000,0.000000
0.660000,0.306707,0.330659,0.000000,0.098192,0.000000,-0.261800,0.000000,0.000000
0.662000,0.305642,0.330787,0.000000,0.098733,0.000000,-0.261800,0.000000,0.000000
0.664000,0.304564,0.330914,0.000000,0.099275,0.000000,-0.261800,0.000000,0.000000
0.666000,0.303475,0.331040,0.000000,0.099819,0.000000,-0.261800,0.000000,0.000000
0.668000,0.302373,0.331166,0.000000,0.100363,0.000000,-0.261800,0.000000,0.000000
0.670000,0.301260,0.331291,0.000000,0.100908,0.000000,-0.261800,0.000000,0.000000
0.672000,0.300134,0.331415,0.000000,0.101455,0.000000,-0.261800,0.000000,0.000000
0.674000,0.298997,0.331538,0.000000,0.102002,0.000000,-0.261800,0.000000,0.000000
0.676000,0.297848,0.331661,0.000000,0.102550,0.000000,-0.261800,0.000000,0.000000
0.678000,0.296687,0.331783,0.000000,0.103099,0.000000,-0.261800,0.000000,0.000000
0.680000,0.295515,0.331905,0.000000,0.103649,0.000000,-0.261800,0.000000,0.000000
0.682000,0.294331,0.332025,0.000000,0.104200,0.000000,-0.261800,0.000000,0.000000
0.684000,0.293135,0.332145,0.000000,0.104752,0.000000,-0.261800,0.000000,0.000000
0.686000,0.291927,0.332265,0.000000,0.105305,0.000000,-0.261800,0.000000,0.000000
0.688000,0.290709,0.332383,0.000000,0.105859,0.000000,-0.261800,0.000000,0.000000
0.690000,0.289478,0.332501,0.000000,0.106414,0.000000,-0.261800,0.000000,0.000000
0.692000,0.288236,0.332619,0.000000,0.106970,0.000000,-0.261800,0.000000,0.000000
0.694000,0.286983,0.332735,0.000000,0.107526,0.000000,-0.261800,0.000000,0.000000
0.696000,0.285719,0.332851,0.000000,0.108084,0.000000,-0.261800,0.000000,0.000000
0.698000,0.284443,0.332966,0.000000,0.108643,0.000000,-0.261800,0.000000,0.000000
0.700000,0.283156,0.333081,0.000000,0.109202,0.000000,-0.261800,0.000000,0.000000
0.702000,0.281858,0.333194,0.000000,0.109762,0.000000,-0.261800,0.000000,0.000000
0.704000,0.280548,0.333307,0.000000,0.110323,0.000000,-0.261800,0.000000,0.000000
0.706000,0.279228,0.333420,0.000000,0.110885,0.000000,-0.261800,0.000000,0.000000
0.708000,0.277897,0.333531,0.000000,0.111448,0.000000,-0.261800,0.000000,0.000000
0.710000,0.276554,0.333642,0.000000,0.112012,0.000000,-0.261800,0.000000,0.000000
0.712000,0.275201,0.333752,0.000000,0.112577,0.000000,-0.261800,0.000000,0.000000
0.714000,0.273837,0.333862,0.000000,0.113142,0.000000,-0.261800,0.000000,0.000000
0.716000,0.272462,0.333971,0.000000,0.113709,0.000000,-0.261800,0.000000,0.000000
0.718000,0.271076,0.334079,0.000000,0.114276,0.000000,-0.261800,0.000000,0.000000
0.720000,0.269680,0.334186,0.000000,0.114844,0.000000,-0.261800,0.000000,0.000000
0.722000,0.268273,0.334293,0.000000,0.115413,0.000000,-0.261800,0.000000,0.000000
0.724000,0.266855,0.334399,0.000000,0.115983,0.000000,-0.261800,0.000000,0.000000
0.726000,0.265427,0.334504,0.000000,0.116553,0.000000,-0.261800,0.000000,0.000000
0.728000,0.263988,0.334608,0.000000,0.117125,0.000000,-0.261800,0.000000,0.000000
0.730000,0.262539,0.334712,0.000000,0.117697,0.000000,-0.261800,0.000000,0.000000
0.732000,0.261079,0.334815,0.000000,0.118270,0.000000,-0.261800,0.000000,0.000000
0.734000,0.259610,0.334918,0.000000,0.118844,0.000000,-0.261800,0.000000,0.000000
0.736000,0.258130,0.335019,0.000000,0.119419,0.000000,-0.261800,0.000000,0.000000
0.738000,0.256639,0.335120,0.000000,0.119994,0.000000,-0.261800,0.000000,0.000000
0.740000,0.255139,0.335220,0.000000,0.120570,0.000000,-0.261800,0.000000,0.000000
0.742000,0.253629,0.335320,0.000000,0.121147,0.000000,-0.261800,0.000000,0.000000
0.744000,0.252108,0.335419,0.000000,0.121725,0.000000,-0.261800,0.000000,0.000000
0.746000,0.250578,0.335517,0.000000,0.122304,0.000000,-0.261800,0.000000,0.000000
0.748000,0.249037,0.335614,0.000000,0.122883,0.000000,-0.261800,0.000000,0.000000
0.750000,0.247487,0.335710,0.000000,0.123463,0.000000,-0.261800,0.000000,0.000000
0.752000,0.245927,0.335806,0.000000,0.124044,0.000000,-0.261800,0.000000,0.000000
0.754000,0.244358,0.335901,0.000000,0.124626,0.000000,-0.261800,0.000000,0.000000
0.756000,0.242779,0.335996,0.000000,0.125208,0.000000,-0.261800,0.000000,0.000000
0.758000,0.241190,0.336089,0.000000,0.125791,0.000000,-0.261800,0.000000,0.000000
0.760000,0.239591,0.336182,0.000000,0.126375,0.000000,-0.261800,0.000000,0.000000
0.762000,0.237984,0.336274,0.000000,0.126960,0.000000,-0.261800,0.000000,0.000000
0.764000,0.236366,0.336366,0.000000,0.127545,0.000000,-0.261800,0.000000,0.000000
0.766000,0.234740,0.336456,0.000000,0.128131,0.000000,-0.261800,0.000000,0.000000
0.768000,0.233104,0.336546,0.000000,0.128718,0.000000,-0.261800,0.000000,0.000000
0.770000,0.231459,0.336636,0.000000,0.129305,0.000000,-0.261800,0.000000,0.000000
0.772000,0.229805,0.336724,0.000000,0.129893,0.000000,-0.261800,0.000000,0.000000
0.774000,0.228142,0.336812,0.000000,0.130482,0.000000,-0.261800,0.000000,0.000000
0.776000,0.226470,0.336899,0.000000,0.131071,0.000000,-0.261800,0.000000,0.000000
0.778000,0.224788,0.336985,0.000000,0.131662,0.000000,-0.261800,0.000000,0.000000
0.780000,0.223098,0.337070,0.000000,0.132252,0.000000,-0.261800,0.000000,0.000000
0.782000,0.221400,0.337155,0.000000,0.132844,0.000000,-0.261800,0.000000,0.000000
0.784000,0.219692,0.337239,0.000000,0.133436,0.000000,-0.261800,0.000000,0.000000
0.786000,0.217976,0.337323,0.000000,0.134029,0.000000,-0.261800,0.000000,0.000000
0.788000,0.216251,0.337405,0.000000,0.134622,0.000000,-0.261800,0.000000,0.000000
0.790000,0.214517,0.337487,0.000000,0.135217,0.000000,-0.261800,0.000000,0.000000
0.792000,0.212776,0.337568,0.000000,0.135811,0.000000,-0.261800,0.000000,0.000000
0.794000,0.211025,0.337648,0.000000,0.136407,0.000000,-0.261800,0.000000,0.000000
0.796000,0.209267,0.337728,0.000000,0.137003,0.000000,-0.261800,0.000000,0.000000
0.798000,0.207500,0.337806,0.000000,0.137599,0.000000,-0.261800,0.000000,0.000000
0.800000,0.205725,0.337885,0.000000,0.138197,0.000000,-0.261800,0.000000,0.000000
0.802000,0.203942,0.337962,0.000000,0.138794,0.000000,-0.261800,0.000000,0.000000
0.804000,0.202150,0.338038,0.000000,0.139393,0.000000,-0.261800,0.000000,0.000000
0.806000,0.200351,0.338114,0.000000,0.139992,0.000000,-0.261800,0.000000,0.000000
0.808000,0.198544,0.338189,0.000000,0.140592,0.000000,-0.261800,0.000000,0.000000
0.810000,0.196729,0.338263,0.000000,0.141192,0.000000,-0.261800,0.000000,0.000000
0.812000,0.194906,0.338337,0.000000,0.141793,0.000000,-0.261800,0.000000,0.000000
0.814000,0.193076,0.338410,0.000000,0.142394,0.000000,-0.261800,0.000000,0.000000
0.816000,0.191238,0.338482,0.000000,0.142996,0.000000,-0.261800,0.000000,0.000000
0.818000,0.189392,0.338553,0.000000,0.143599,0.000000,-0.261800,0.000000,0.000000
0.820000,0.187539,0.338623,0.000000,0.144202,0.000000,-0.261800,0.000000,0.000000
0.822000,0.185679,0.338693,0.000000,0.144805,0.000000,-0.261800,0.000000,0.000000
