time,waist_roll_joint,waist_pitch_joint
1.852000,0.160265,0.126928
1.854000,0.160352,0.126627
1.856000,0.160439,0.126325
1.858000,0.160525,0.126022
1.860000,0.160611,0.125718
1.862000,0.160696,0.125413
1.864000,0.160782,0.125108
1.866000,0.160867,0.124801
1.868000,0.160952,0.124494
1.870000,0.161037,0.124186
1.872000,0.161121,0.123878
1.874000,0.161205,0.123568
1.876000,0.161289,0.123258
1.878000,0.161373,0.122947
1.880000,0.161456,0.122636
1.882000,0.161540,0.122323
1.884000,0.161623,0.122010
1.886000,0.161705,0.121696
1.888000,0.161788,0.121381
1.890000,0.161870,0.121065
1.892000,0.161952,0.120749
1.894000,0.162033,0.120432
1.896000,0.162115,0.120114
1.898000,0.162196,0.119795
1.900000,0.162277,0.119476
1.902000,0.162357,0.119156
1.904000,0.162438,0.118835
1.906000,0.162518,0.118513
1.908000,0.162598,0.118191
1.910000,0.162677,0.117868
1.912000,0.162756,0.117544
1.914000,0.162835,0.117219
1.916000,0.162914,0.116894
1.918000,0.162993,0.116568
1.920000,0.163071,0.116241
1.922000,0.163149,0.115913
1.924000,0.163227,0.115585
1.926000,0.163305,0.115256
1.928000,0.163382,0.114926
1.930000,0.163459,0.114596
1.932000,0.163536,0.114265
1.934000,0.163612,0.113933
1.936000,0.163688,0.113600
1.938000,0.163764,0.113267
1.940000,0.163840,0.112933
1.942000,0.163915,0.112598
1.944000,0.163991,0.112262
1.946000,0.164066,0.111926
1.948000,0.164140,0.111589
1.950000,0.164215,0.111251
1.952000,0.164289,0.110913
1.954000,0.164363,0.110574
1.956000,0.164436,0.110234
1.958000,0.164510,0.109894
1.960000,0.164583,0.109553
1.962000,0.164656,0.109211
1.964000,0.164728,0.108868
1.966000,0.164801,0.108525
1.968000,0.164873,0.108181
1.970000,0.164945,0.107837
1.972000,0.165016,0.107492
1.974000,0.165087,0.107146
1.976000,0.165159,0.106799
1.978000,0.165229,0.106452
1.980000,0.165300,0.106104
1.982000,0.165370,0.105755
1.984000,0.165440,0.105406
1.986000,0.165510,0.105056
1.988000,0.165579,0.104705
1.990000,0.165649,0.104354
1.992000,0.165717,0.104002
1.994000,0.165786,0.103650
1.996000,0.165855,0.103296
1.998000,0.165923,0.102942
2.000000,0.165991,0.102588
2.002000,0.166058,0.102233
2.004000,0.166126,0.101877
2.006000,0.166193,0.101520
2.008000,0.166260,0.101163
2.010000,0.166326,0.100805
2.012000,0.166393,0.100447
2.014000,0.166459,0.100088
2.016000,0.166524,0.099728
2.018000,0.166590,0.099368
2.020000,0.166655,0.099007
2.022000,0.166720,0.098646
2.024000,0.166785,0.098283
2.026000,0.166850,0.097921
2.028000,0.166914,0.097557
2.030000,0.166978,0.097193
2.032000,0.167041,0.096828
2.034000,0.167105,0.096463
2.036000,0.167168,0.096097
2.038000,0.167231,0.095731
2.040000,0.167294,0.095364
2.042000,0.167356,0.094996
2.044000,0.167418,0.094628
2.046000,0.167480,0.094259
2.048000,0.167542,0.093889
2.050000,0.167603,0.093519
2.052000,0.167664,0.093149
2.054000,0.167725,0.092778
2.056000,0.167785,0.092406
2.058000,0.167846,0.092033
2.060000,0.167906,0.091660
2.062000,0.167965,0.091287
2.064000,0.168025,0.090913
2.066000,0.168084,0.090538
2.068000,0.168143,0.090163
2.070000,0.168202,0.089787
2.072000,0.168260,0.089410
2.074000,0.168318,0.089033
2.076000,0.168376,0.088656
2.078000,0.168434,0.088278
2.080000,0.168491,0.087899
2.082000,0.168548,0.087520
2.084000,0.168605,0.087140
2.086000,0.168661,0.086759
2.088000,0.168718,0.086379
2.090000,0.168774,0.085997
2.092000,0.168829,0.085615
2.094000,0.168885,0.085233
2.096000,0.168940,0.084850
2.098000,0.168995,0.084466
2.100000,0.169050,0.084082
2.102000,0.169104,0.083697
2.104000,0.169158,0.083312
2.106000,0.169212,0.082926
2.108000,0.169266,0.082540
2.110000,0.169319,0.082153
2.112000,0.169372,0.081766
2.114000,0.169425,0.081378
2.116000,0.169477,0.080990
2.118000,0.169530,0.080601
2.120000,0.169582,0.080212
2.122000,0.169633,0.079822
2.124000,0.169685,0.079432
2.126000,0.169736,0.079041
2.128000,0.169787,0.078649
2.130000,0.169838,0.078258
2.132000,0.169888,0.077865
2.134000,0.169938,0.077472
2.136000,0.169988,0.077079
2.138000,0.170038,0.076685
2.140000,0.170087,0.076291
2.142000,0.170136,0.075896
2.144000,0.170185,0.075501
2.146000,0.170233,0.075105
2.148000,0.170282,0.074709
2.150000,0.170330,0.074313
2.152000,0.170377,0.073915
2.154000,0.170425,0.073518
2.156000,0.170472,0.073120
2.158000,0.170519,0.072721
2.160000,0.170565,0.072322
2.162000,0.170612,0.071923
2.164000,0.170658,0.071523
2.166000,0.170704,0.071122
2.168000,0.170749,0.070722
2.170000,0.170795,0.070320
2.172000,0.170840,0.069919
2.174000,0.170884,0.069517
2.176000,0.170929,0.069114
2.178000,0.170973,0.068711
2.180000,0.171017,0.068308
2.182000,0.171061,0.067904
2.184000,0.171104,0.067499
2.186000,0.171147,0.067095
2.188000,0.171190,0.066690
2.190000,0.171233,0.066284
2.192000,0.171275,0.065878
2.194000,0.171317,0.065472
2.196000,0.171359,0.065065
2.198000,0.171400,0.064657
2.200000,0.171441,0.064250
2.202000,0.171482,0.063842
2.204000,0.171523,0.063433
2.206000,0.171564,0.063025
2.208000,0.171604,0.062615
2.210000,0.171644,0.062206
2.212000,0.171683,0.061796
2.214000,0.171723,0.061385
2.216000,0.171762,0.060974
2.218000,0.171800,0.060563
2.220000,0.171839,0.060152
2.222000,0.171877,0.059740
2.224000,0.171915,0.059327
2.226000,0.171953,0.058915
2.228000,0.171990,0.058501
2.230000,0.172027,0.058088
2.232000,0.172064,0.057674
2.234000,0.172101,0.057260
2.236000,0.172137,0.056845
2.238000,0.172173,0.056430
2.240000,0.172209,0.056015
2.242000,0.172245,0.055600
2.244000,0.172280,0.055184
2.246000,0.172315,0.054767
2.248000,0.172350,0.054351
2.250000,0.172384,0.053934
2.252000,0.172418,0.053516
2.254000,0.172452,0.053099
2.256000,0.172486,0.052681
2.258000,0.172519,0.052262
2.260000,0.172552,0.051844
2.262000,0.172585,0.051425
2.264000,0.172618,0.051005
2.266000,0.172650,0.050586
2.268000,0.172682,0.050166
2.270000,0.172714,0.049745
2.272000,0.172745,0.049325
2.274000,0.172776,0.048904
2.276000,0.172807,0.048482
2.278000,0.172838,0.048061
2.280000,0.172868,0.047639
2.282000,0.172898,0.047217
2.284000,0.172928,0.046795
2.286000,0.172958,0.046372
2.288000,0.172987,0.045949
2.290000,0.173016,0.045525
2.292000,0.173045,0.045102
2.294000,0.173073,0.044678
2.296000,0.173101,0.044254
2.298000,0.173129,0.043829
2.300000,0.173157,0.043405
2.302000,0.173184,0.042980
2.304000,0.173211,0.042554
2.306000,0.173238,0.042129
2.308000,0.173264,0.041703
2.310000,0.173291,0.041277
2.312000,0.173317,0.040851
2.314000,0.173342,0.040424
2.316000,0.173368,0.039997
2.318000,0.173393,0.039570
2.320000,0.173418,0.039143
2.322000,0.173443,0.038715
2.324000,0.173467,0.038287
2.326000,0.173491,0.037859
2.328000,0.173515,0.037431
2.330000,0.173538,0.037002
2.332000,0.173561,0.036573
2.334000,0.173584,0.036144
2.336000,0.173607,0.035715
2.338000,0.173630,0.035286
2.340000,0.173652,0.034856
2.342000,0.173674,0.034426
2.344000,0.173695,0.033996
2.346000,0.173717,0.033566
2.348000,0.173738,0.033135
2.350000,0.173758,0.032704
2.352000,0.173779,0.032273
2.354000,0.173799,0.031842
2.356000,0.173819,0.031411
2.358000,0.173839,0.030979
2.360000,0.173858,0.030547
2.362000,0.173877,0.030115
2.364000,0.173896,0.029683
2.366000,0.173915,0.029251
2.368000,0.173933,0.028818
2.370000,0.173951,0.028386
2.372000,0.173969,0.027953
2.374000,0.173986,0.027520
2.376000,0.174003,0.027086
2.378000,0.174020,0.026653
2.380000,0.174037,0.026219
2.382000,0.174053,0.025786
2.384000,0.174070,0.025352
2.386000,0.174085,0.024918
2.388000,0.174101,0.024483
2.390000,0.174116,0.024049
2.392000,0.174131,0.023614
2.394000,0.174146,0.023180
2.396000,0.174160,0.022745
2.398000,0.174175,0.022310
2.400000,0.174189,0.021875
2.402000,0.174202,0.021440
2.404000,0.174216,0.021004
2.406000,0.174229,0.020569
2.408000,0.174241,0.020133
2.410000,0.174254,0.019697
2.412000,0.174266,0.019261
2.414000,0.174278,0.018825
2.416000,0.174290,0.018389
2.418000,0.174301,0.017953
2.420000,0.174312,0.017516
2.422000,0.174323,0.017080
2.424000,0.174334,0.016643
2.426000,0.174344,0.016207
2.428000,0.174354,0.015770
2.430000,0.174364,0.015333
2.432000,0.174374,0.014896
2.434000,0.174383,0.014459
2.436000,0.174392,0.014022
2.438000,0.174401,0.013584
2.440000,0.174409,0.013147
2.442000,0.174417,0.012710
2.444000,0.174425,0.012272
2.446000,0.174432,0.011834
2.448000,0.174440,0.011397
2.450000,0.174447,0.010959
2.452000,0.174454,0.010521
2.454000,0.174460,0.010083
2.456000,0.174466,0.009645
2.458000,0.174472,0.009207
2.460000,0.174478,0.008769
2.462000,0.174483,0.008331
2.464000,0.174488,0.007893
2.466000,0.174493,0.007455
2.468000,0.174498,0.007016
2.470000,0.174502,0.006578
2.472000,0.174506,0.006140
2.474000,0.174510,0.005701
2.476000,0.174513,0.005263
2.478000,0.174516,0.004825
2.480000,0.174519,0.004386
2.482000,0.174522,0.003948
2.484000,0.174524,0.003509
2.486000,0.174526,0.003070
2.488000,0.174528,0.002632
2.490000,0.174529,0.002193
2.492000,0.174531,0.001755
2.494000,0.174532,0.001316
2.496000,0.174532,0.000877
2.498000,0.174533,0.000439
2.500000,0.174533,0.000000
2.502000,0.174533,-0.000439
2.504000,0.174532,-0.000877
2.506000,0.174532,-0.001316
2.508000,0.174531,-0.001755
2.510000,0.174529,-0.002193
2.512000,0.174528,-0.002632
2.514000,0.174526,-0.003070
2.516000,0.174524,-0.003509
2.518000,0.174522,-0.003948
2.520000,0.174519,-0.004386
2.522000,0.174516,-0.004825
2.524000,0.174513,-0.005263
2.526000,0.174510,-0.005701
2.528000,0.174506,-0.006140
2.530000,0.174502,-0.006578
2.532000,0.174498,-0.007016
2.534000,0.174493,-0.007455
2.536000,0.174488,-0.007893
2.538000,0.174483,-0.008331
2.540000,0.174478,-0.008769
2.542000,0.174472,-0.009207
2.544000,0.174466,-0.009645
2.546000,0.174460,-0.010083
2.548000,0.174454,-0.010521
2.550000,0.174447,-0.010959
2.552000,0.174440,-0.011397
2.554000,0.174432,-0.011834
2.556000,0.174425,-0.012272
2.558000,0.174417,-0.012710
2.560000,0.174409,-0.013147
2.562000,0.174401,-0.013584
2.564000,0.174392,-0.014022
2.566000,0.174383,-0.014459
2.568000,0.174374,-0.014896
2.570000,0.174364,-0.015333
2.572000,0.174354,-0.015770
2.574000,0.174344,-0.016207
2.576000,0.174334,-0.016643
2.578000,0.174323,-0.017080
2.580000,0.174312,-0.017516
2.582000,0.174301,-0.017953
2.584000,0.174290,-0.018389
2.586000,0.174278,-0.018825
2.588000,0.174266,-0.019261
2.590000,0.174254,-0.019697
2.592000,0.174241,-0.020133
2.594000,0.174229,-0.020569
2.596000,0.174216,-0.021004
2.598000,0.174202,-0.021440
2.600000,0.174189,-0.021875
2.602000,0.174175,-0.022310
2.604000,0.174160,-0.022745
2.606000,0.174146,-0.023180
2.608000,0.174131,-0.023614
2.610000,0.174116,-0.024049
2.612000,0.174101,-0.024483
2.614000,0.174085,-0.024918
2.616000,0.174070,-0.025352
2.618000,0.174053,-0.025786
2.620000,0.174037,-0.026219
2.622000,0.174020,-0.026653
2.624000,0.174003,-0.027086
2.626000,0.173986,-0.027520
2.628000,0.173969,-0.027953
2.630000,0.173951,-0.028386
2.632000,0.173933,-0.028818
2.634000,0.173915,-0.029251
2.636000,0.173896,-0.029683
2.638000,0.173877,-0.030115
2.640000,0.173858,-0.030547
2.642000,0.173839,-0.030979
2.644000,0.173819,-0.031411
2.646000,0.173799,-0.031842
2.648000,0.173779,-0.032273
2.650000,0.173758,-0.032704
2.652000,0.173738,-0.033135
2.654000,0.173717,-0.033566
2.656000,0.173695,-0.033996
2.658000,0.173674,-0.034426
2.660000,0.173652,-0.034856
2.662000,0.173630,-0.035286
2.664000,0.173607,-0.035715
2.666000,0.173584,-0.036144
2.668000,0.173561,-0.036573
2.670000,0.173538,-0.037002
2.672000,0.173515,-0.037431
2.674000,0.173491,-0.037859
2.676000,0.173467,-0.038287
2.678000,0.173443,-0.038715
2.680000,0.173418,-0.039143
2.682000,0.173393,-0.039570
2.684000,0.173368,-0.039997
2.686000,0.173342,-0.040424
2.688000,0.173317,-0.040851
2.690000,0.173291,-0.041277
2.692000,0.173264,-0.041703
2.694000,0.173238,-0.042129
2.696000,0.173211,-0.042554
2.698000,0.173184,-0.042980
2.700000,0.173157,-0.043405
2.702000,0.173129,-0.043829
2.704000,0.173101,-0.044254
2.706000,0.173073,-0.044678
2.708000,0.173045,-0.045102
2.710000,0.173016,-0.045525
2.712000,0.172987,-0.045949
2.714000,0.172958,-0.046372
2.716000,0.172928,-0.046795
2.718000,0.172898,-0.047217
2.720000,0.172868,-0.047639
2.722000,0.172838,-0.048061
2.724000,0.172807,-0.048482
2.726000,0.172776,-0.048904
2.728000,0.172745,-0.049325
2.730000,0.172714,-0.049745
2.732000,0.172682,-0.050166
2.734000,0.172650,-0.050586
2.736000,0.172618,-0.051005
2.738000,0.172585,-0.051425
2.740000,0.172552,-0.051844
2.742000,0.172519,-0.052262
2.744000,0.172486,-0.052681
2.746000,0.172452,-0.053099
2.748000,0.172418,-0.053516
2.750000,0.172384,-0.053934
2.752000,0.172350,-0.054351
2.754000,0.172315,-0.054767
2.756000,0.172280,-0.055184
2.758000,0.172245,-0.055600
2.760000,0.172209,-0.056015
2.762000,0.172173,-0.056430
2.764000,0.172137,-0.056845
2.766000,0.172101,-0.057260
2.768000,0.172064,-0.057674
2.770000,0.172027,-0.058088
2.772000,0.171990,-0.058501
2.774000,0.171953,-0.058915
2.776000,0.171915,-0.059327
2.778000,0.171877,-0.059740
2.780000,0.171839,-0.060152
2.782000,0.171800,-0.060563
2.784000,0.171762,-0.060974
2.786000,0.171723,-0.061385
2.788000,0.171683,-0.061796
2.790000,0.171644,-0.062206
2.792000,0.171604,-0.062615
2.794000,0.171564,-0.063025
2.796000,0.171523,-0.063433
2.798000,0.171482,-0.063842
2.800000,0.171441,-0.064250
2.802000,0.171400,-0.064657
2.804000,0.171359,-0.065065
2.806000,0.171317,-0.065472
2.808000,0.171275,-0.065878
2.810000,0.171233,-0.066284
2.812000,0.171190,-0.066690
2.814000,0.171147,-0.067095
2.816000,0.171104,-0.067499
2.818000,0.171061,-0.067904
2.820000,0.171017,-0.068308
2.822000,0.170973,-0.068711
2.824000,0.170929,-0.069114
2.826000,0.170884,-0.069517
2.828000,0.170840,-0.069919
2.830000,0.170795,-0.070320
2.832000,0.170749,-0.070722
2.834000,0.170704,-0.071122
2.836000,0.170658,-0.071523
2.838000,0.170612,-0.071923
2.840000,0.170565,-0.072322
2.842000,0.170519,-0.072721
2.844000,0.170472,-0.073120
2.846000,0.170425,-0.073518
2.848000,0.170377,-0.073915
2.850000,0.170330,-0.074313
2.852000,0.170282,-0.074709
2.854000,0.170233,-0.075105
2.856000,0.170185,-0.075501
2.858000,0.170136,-0.075896
2.860000,0.170087,-0.076291
2.862000,0.170038,-0.076685
2.864000,0.169988,-0.077079
2.866000,0.169938,-0.077472
2.868000,0.169888,-0.077865
2.870000,0.169838,-0.078258
2.872000,0.169787,-0.078649
2.874000,0.169736,-0.079041
2.876000,0.169685,-0.079432
2.878000,0.169633,-0.079822
2.880000,0.169582,-0.080212
2.882000,0.169530,-0.080601
2.884000,0.169477,-0.080990
2.886000,0.169425,-0.081378
2.888000,0.169372,-0.081766
2.890000,0.169319,-0.082153
2.892000,0.169266,-0.082540
2.894000,0.169212,-0.082926
2.896000,0.169158,-0.083312
2.898000,0.169104,-0.083697
2.900000,0.169050,-0.084082
2.902000,0.168995,-0.084466
2.904000,0.168940,-0.084850
2.906000,0.168885,-0.085233
2.908000,0.168829,-0.085615
2.910000,0.168774,-0.085997
2.912000,0.168718,-0.086379
2.914000,0.168661,-0.086759
2.916000,0.168605,-0.087140
2.918000,0.168548,-0.087520
2.920000,0.168491,-0.087899
2.922000,0.168434,-0.088278
2.924000,0.168376,-0.088656
2.926000,0.168318,-0.089033
2.928000,0.168260,-0.089410
2.930000,0.168202,-0.089787
2.932000,0.168143,-0.090163
2.934000,0.168084,-0.090538
2.936000,0.168025,-0.090913
2.938000,0.167965,-0.091287
2.940000,0.167906,-0.091660
2.942000,0.167846,-0.092033
2.944000,0.167785,-0.092406
2.946000,0.167725,-0.092778
2.948000,0.167664,-0.093149
2.950000,0.167603,-0.093519
2.952000,0.167542,-0.093889
2.954000,0.167480,-0.094259
2.956000,0.167418,-0.094628
2.958000,0.167356,-0.094996
2.960000,0.167294,-0.095364
2.962000,0.167231,-0.095731
2.964000,0.167168,-0.096097
2.966000,0.167105,-0.096463
2.968000,0.167041,-0.096828
2.970000,0.166978,-0.097193
2.972000,0.166914,-0.097557
2.974000,0.166850,-0.097921
2.976000,0.166785,-0.098283
2.978000,0.166720,-0.098646
2.980000,0.166655,-0.099007
2.982000,0.166590,-0.099368
2.984000,0.166524,-0.099728
2.986000,0.166459,-0.100088
2.988000,0.166393,-0.100447
2.990000,0.166326,-0.100805
2.992000,0.166260,-0.101163
2.994000,0.166193,-0.101520
2.996000,0.166126,-0.101877
2.998000,0.166058,-0.102233
3.000000,0.165991,-0.102588
3.002000,0.165923,-0.102942
3.004000,0.165855,-0.103296
3.006000,0.165786,-0.103650
3.008000,0.165717,-0.104002
3.010000,0.165649,-0.104354
3.012000,0.165579,-0.104705
3.014000,0.165510,-0.105056
3.016000,0.165440,-0.105406
3.018000,0.165370,-0.105755
3.020000,0.165300,-0.106104
3.022000,0.165229,-0.106452
3.024000,0.165159,-0.106799
3.026000,0.165087,-0.107146
3.028000,0.165016,-0.107492
3.030000,0.164945,-0.107837
3.032000,0.164873,-0.108181
3.034000,0.164801,-0.108525
3.036000,0.164728,-0.108868
3.038000,0.164656,-0.109211
3.040000,0.164583,-0.109553
3.042000,0.164510,-0.109894
3.044000,0.164436,-0.110234
3.046000,0.164363,-0.110574
3.048000,0.164289,-0.110913
3.050000,0.164215,-0.111251
3.052000,0.164140,-0.111589
3.054000,0.164066,-0.111926
3.056000,0.163991,-0.112262
3.058000,0.163915,-0.112598
3.060000,0.163840,-0.112933
3.062000,0.163764,-0.113267
3.064000,0.163688,-0.113600
3.066000,0.163612,-0.113933
3.068000,0.163536,-0.114265
3.070000,0.163459,-0.114596
3.072000,0.163382,-0.114926
3.074000,0.163305,-0.115256
3.076000,0.163227,-0.115585
3.078000,0.163149,-0.115913
3.080000,0.163071,-0.116241
3.082000,0.162993,-0.116568
3.084000,0.162914,-0.116894
3.086000,0.162835,-0.117219
3.088000,0.162756,-0.117544
3.090000,0.162677,-0.117868
3.092000,0.162598,-0.118191
3.094000,0.162518,-0.118513
3.096000,0.162438,-0.118835
3.098000,0.162357,-0.119156
3.100000,0.162277,-0.119476
3.102000,0.162196,-0.119795
3.104000,0.162115,-0.120114
3.106000,0.162033,-0.120432
3.108000,0.161952,-0.120749
3.110000,0.161870,-0.121065
3.112000,0.161788,-0.121381
3.114000,0.161705,-0.121696
3.116000,0.161623,-0.122010
3.118000,0.161540,-0.122323
3.120000,0.161456,-0.122636
3.122000,0.161373,-0.122947
3.124000,0.161289,-0.123258
3.126000,0.161205,-0.123568
3.128000,0.161121,-0.123878
3.130000,0.161037,-0.124186
3.132000,0.160952,-0.124494
3.134000,0.160867,-0.124801
3.136000,0.160782,-0.125108
3.138000,0.160696,-0.125413
3.140000,0.160611,-0.125718
3.142000,0.160525,-0.126022
3.144000,0.160439,-0.126325
3.146000,0.160352,-0.126627
3.148000,0.160265,-0.126928
3.150000,0.160178,-0.127229
3.152000,0.160091,-0.127529
3.154000,0.160004,-0.127828
3.156000,0.159916,-0.128126
3.158000,0.159828,-0.128424
3.160000,0.159740,-0.128720
3.162000,0.159651,-0.129016
3.164000,0.159562,-0.129311
3.166000,0.159473,-0.129605
3.168000,0.159384,-0.129899
3.170000,0.159295,-0.130191
3.172000,0.159205,-0.130483
3.174000,0.159115,-0.130774
3.176000,0.159025,-0.131064
3.178000,0.158934,-0.131353
3.180000,0.158843,-0.131642
3.182000,0.158752,-0.131929
3.184000,0.158661,-0.132216
3.186000,0.158570,-0.132502
3.188000,0.158478,-0.132787
3.190000,0.158386,-0.133071
3.192000,0.158294,-0.133355
3.194000,0.158201,-0.133637
3.196000,0.158108,-0.133919
3.198000,0.158015,-0.134200
3.200000,0.157922,-0.134480
3.202000,0.157829,-0.134759
3.204000,0.157735,-0.135037
3.206000,0.157641,-0.135315
3.208000,0.157547,-0.135592
3.210000,0.157452,-0.135867
3.212000,0.157357,-0.136142
3.214000,0.157262,-0.136416
3.216000,0.157167,-0.136689
3.218000,0.157072,-0.136962
3.220000,0.156976,-0.137233
3.222000,0.156880,-0.137504
3.224000,0.156784,-0.137774
3.226000,0.156687,-0.138042
3.228000,0.156590,-0.138310
3.230000,0.156493,-0.138577
3.232000,0.156396,-0.138844
3.234000,0.156299,-0.139109
3.236000,0.156201,-0.139374
3.238000,0.156103,-0.139637
3.240000,0.156005,-0.139900
3.242000,0.155906,-0.140162
3.244000,0.155808,-0.140423
3.246000,0.155709,-0.140683
3.248000,0.155609,-0.140942
3.250000,0.155510,-0.141200
3.252000,0.155410,-0.141457
3.254000,0.155310,-0.141714
3.256000,0.155210,-0.141970
3.258000,0.155110,-0.142224
3.260000,0.155009,-0.142478
3.262000,0.154908,-0.142731
3.264000,0.154807,-0.142983
3.266000,0.154706,-0.143234
3.268000,0.154604,-0.143484
3.270000,0.154502,-0.143734
3.272000,0.154400,-0.143982
3.274000,0.154297,-0.144229
3.276000,0.154195,-0.144476
3.278000,0.154092,-0.144722
3.280000,0.153989,-0.144966
3.282000,0.153886,-0.145210
3.284000,0.153782,-0.145453
3.286000,0.153678,-0.145695
3.288000,0.153574,-0.145936
3.290000,0.153470,-0.146176
3.292000,0.153365,-0.146415
3.294000,0.153260,-0.146654
3.296000,0.153155,-0.146891
3.298000,0.153050,-0.147128
3.300000,0.152944,-0.147363
3.302000,0.152839,-0.147598
3.304000,0.152733,-0.147831
3.306000,0.152626,-0.148064
3.308000,0.152520,-0.148296
3.310000,0.152413,-0.148527
3.312000,0.152306,-0.148756
3.314000,0.152199,-0.148985
3.316000,0.152091,-0.149213
3.318000,0.151984,-0.149441
3.320000,0.151876,-0.149667
3.322000,0.151768,-0.149892
3.324000,0.151659,-0.150116
3.326000,0.151550,-0.150339
3.328000,0.151442,-0.150562
3.330000,0.151332,-0.150783
3.332000,0.151223,-0.151004
3.334000,0.151113,-0.151223
3.336000,0.151004,-0.151442
3.338000,0.150893,-0.151659
3.340000,0.150783,-0.151876
3.342000,0.150673,-0.152091
3.344000,0.150562,-0.152306
3.346000,0.150451,-0.152520
3.348000,0.150339,-0.152733
3.350000,0.150228,-0.152944
3.352000,0.150116,-0.153155
3.354000,0.150004,-0.153365
3.356000,0.149892,-0.153574
3.358000,0.149779,-0.153782
3.360000,0.149667,-0.153989
3.362000,0.149554,-0.154195
3.364000,0.149441,-0.154400
3.366000,0.149327,-0.154604
3.368000,0.149213,-0.154807
3.370000,0.149100,-0.155009
3.372000,0.148985,-0.155210
3.374000,0.148871,-0.155410
3.376000,0.148756,-0.155609
3.378000,0.148642,-0.155808
3.380000,0.148527,-0.156005
3.382000,0.148411,-0.156201
3.384000,0.148296,-0.156396
3.386000,0.148180,-0.156590
3.388000,0.148064,-0.156784
3.390000,0.147948,-0.156976
3.392000,0.147831,-0.157167
3.394000,0.147715,-0.157357
3.396000,0.147598,-0.157547
3.398000,0.147480,-0.157735
3.400000,0.147363,-0.157922
3.402000,0.147245,-0.158108
3.404000,0.147128,-0.158294
3.406000,0.147009,-0.158478
3.408000,0.146891,-0.158661
3.410000,0.146773,-0.158843
3.412000,0.146654,-0.159025
3.414000,0.146535,-0.159205
3.416000,0.146415,-0.159384
3.418000,0.146296,-0.159562
3.420000,0.146176,-0.159740
3.422000,0.146056,-0.159916
3.424000,0.145936,-0.160091
3.426000,0.145816,-0.160265
3.428000,0.145695,-0.160439
3.430000,0.145574,-0.160611
3.432000,0.145453,-0.160782
3.434000,0.145332,-0.160952
3.436000,0.145210,-0.161121
3.438000,0.145088,-0.161289
3.440000,0.144966,-0.161456
3.442000,0.144844,-0.161623
3.444000,0.144722,-0.161788
3.446000,0.144599,-0.161952
3.448000,0.144476,-0.162115
3.450000,0.144353,-0.162277
3.452000,0.144229,-0.162438
3.454000,0.144106,-0.162598
3.456000,0.143982,-0.162756
3.458000,0.143858,-0.162914
3.460000,0.143734,-0.163071
3.462000,0.143609,-0.163227
3.464000,0.143484,-0.163382
3.466000,0.143359,-0.163536
3.468000,0.143234,-0.163688
3.470000,0.143109,-0.163840
3.472000,0.142983,-0.163991
3.474000,0.142857,-0.164140
3.476000,0.142731,-0.164289
3.478000,0.142605,-0.164436
3.480000,0.142478,-0.164583
3.482000,0.142351,-0.164728
3.484000,0.142224,-0.164873
3.486000,0.142097,-0.165016
3.488000,0.141970,-0.165159
3.490000,0.141842,-0.165300
3.492000,0.141714,-0.165440
3.494000,0.141586,-0.165579
3.496000,0.141457,-0.165717
3.498000,0.141329,-0.165855
3.500000,0.141200,-0.165991
3.502000,0.141071,-0.166126
3.504000,0.140942,-0.166260
3.506000,0.140812,-0.166393
3.508000,0.140683,-0.166524
3.510000,0.140553,-0.166655
3.512000,0.140423,-0.166785
3.514000,0.140292,-0.166914
3.516000,0.140162,-0.167041
3.518000,0.140031,-0.167168
3.520000,0.139900,-0.167294
3.522000,0.139769,-0.167418
3.524000,0.139637,-0.167542
3.526000,0.139505,-0.167664
3.528000,0.139374,-0.167785
3.530000,0.139241,-0.167906
3.532000,0.139109,-0.168025
3.534000,0.138976,-0.168143
3.536000,0.138844,-0.168260
3.538000,0.138711,-0.168376
3.540000,0.138577,-0.168491
3.542000,0.138444,-0.168605
3.544000,0.138310,-0.168718
3.546000,0.138176,-0.168829
3.548000,0.138042,-0.168940
3.550000,0.137908,-0.169050
3.552000,0.137774,-0.169158
3.554000,0.137639,-0.169266
3.556000,0.137504,-0.169372
3.558000,0.137369,-0.169477
3.560000,0.137233,-0.169582
3.562000,0.137098,-0.169685
3.564000,0.136962,-0.169787
3.566000,0.136826,-0.169888
3.568000,0.136689,-0.169988
3.570000,0.136553,-0.170087
3.572000,0.136416,-0.170185
3.574000,0.136279,-0.170282
3.576000,0.136142,-0.170377
3.578000,0.136005,-0.170472
3.580000,0.135867,-0.170565
3.582000,0.135730,-0.170658
3.584000,0.135592,-0.170749
3.586000,0.135453,-0.170840
3.588000,0.135315,-0.170929
3.590000,0.135176,-0.171017
3.592000,0.135037,-0.171104
3.594000,0.134898,-0.171190
3.596000,0.134759,-0.171275
3.598000,0.134620,-0.171359
3.600000,0.134480,-0.171441
3.602000,0.134340,-0.171523
3.604000,0.134200,-0.171604
3.606000,0.134060,-0.171683
3.608000,0.133919,-0.171762
3.610000,0.133778,-0.171839
3.612000,0.133637,-0.171915
3.614000,0.133496,-0.171990
3.616000,0.133355,-0.172064
3.618000,0.133213,-0.172137
3.620000,0.133071,-0.172209
3.622000,0.132929,-0.172280
3.624000,0.132787,-0.172350
3.626000,0.132645,-0.172418
3.628000,0.132502,-0.172486
3.630000,0.132359,-0.172552
3.632000,0.132216,-0.172618
3.634000,0.132073,-0.172682
3.636000,0.131929,-0.172745
3.638000,0.131786,-0.172807
